country,geo,code,date,year,month,dts,pop,bsn,pscore
Brazil,Piaui,BR-PI,2020-09-01,2020,9,2038.7142857142858,3233781.371234979,1747.3331059202544,1.166757659891399
Brazil,Piaui,BR-PI,2020-10-01,2020,10,2170.714285714286,3233781.371234979,1839.8675848042851,1.1798209303987461
Brazil,Piaui,BR-PI,2020-11-01,2020,11,1851.4285714285716,3233781.371234979,1722.3813109990047,1.0749237463304324
Brazil,Piaui,BR-PI,2020-12-01,2020,12,2026.857142857143,3233781.371234979,1739.7323165353105,1.1650396578788877
Brazil,Piaui,BR-PI,2021-01-01,2021,1,1965.4285714285713,3237138.319321347,1731.522901363651,1.1350866742107246
Brazil,Piaui,BR-PI,2021-02-01,2021,2,1982,3237138.319321347,1626.5122810311739,1.2185582753445026
Brazil,Piaui,BR-PI,2021-03-01,2021,3,3001.4285714285716,3237138.319321347,1904.8495492890775,1.5756774977576347
Brazil,Piaui,BR-PI,2021-04-01,2021,4,3021,3237138.319321347,1988.6083772684804,1.5191528078291592
Brazil,Piaui,BR-PI,2021-05-01,2021,5,2607.1428571428573,3237138.319321347,2001.890491503433,1.302340396844023
Brazil,Piaui,BR-PI,2021-06-01,2021,6,2253.142857142857,3237138.319321347,1828.1010991678502,1.2325045142024613
Brazil,Piaui,BR-PI,2021-07-01,2021,7,2081.857142857143,3237138.319321347,1831.5161795555568,1.1366850951665275
Brazil,Piaui,BR-PI,2021-08-01,2021,8,1937.5714285714287,3237138.319321347,1751.2777713859657,1.1063758475264776
Brazil,Piaui,BR-PI,2021-09-01,2021,9,1813.4285714285716,3237138.319321347,1748.7850547482744,1.0369648153755535
Brazil,Piaui,BR-PI,2021-10-01,2021,10,1828.4285714285713,3237138.319321347,1821.7042171200753,1.0036912437514838
Brazil,Piaui,BR-PI,2021-11-01,2021,11,1626.7142857142858,3237138.319321347,1626.7142857142858,1
Brazil,Piaui,BR-PI,2021-12-01,2021,12,1272.2857142857142,3237138.319321347,1272.2857142857142,1
Brazil,Rio de Janeiro,BR-RJ,2020-01-01,2020,1,11831.285714285714,16944530.180615164,11831.285714285714,1
Brazil,Rio de Janeiro,BR-RJ,2020-02-01,2020,2,10978.714285714286,16944530.180615164,10970.55653544561,1.0007436040498328
Brazil,Rio de Janeiro,BR-RJ,2020-03-01,2020,3,12301.42857142857,16944530.180615164,11942.420213334564,1.0300616082570222
Brazil,Rio de Janeiro,BR-RJ,2020-04-01,2020,4,16220.714285714286,16944530.180615164,12142.530888789,1.3358594212587596
Brazil,Rio de Janeiro,BR-RJ,2020-05-01,2020,5,20513.285714285714,16944530.180615164,13223.589972320919,1.5512645020923432
Brazil,Rio de Janeiro,BR-RJ,2020-06-01,2020,6,14260.285714285714,16944530.180615164,12964.44740282504,1.0999532237045677
Brazil,Rio de Janeiro,BR-RJ,2020-07-01,2020,7,13370.142857142857,16944530.180615164,13028.570882257494,1.0262171482944857
Brazil,Rio de Janeiro,BR-RJ,2020-08-01,2020,8,13767,16944530.180615164,12529.435856596732,1.0987725351378603
Brazil,Rio de Janeiro,BR-RJ,2020-09-01,2020,9,12924.285714285714,16944530.180615164,11693.03753380301,1.105297547957349
Brazil,Rio de Janeiro,BR-RJ,2020-10-01,2020,10,12888.714285714286,16944530.180615164,11717.068808410459,1.0999947594796768
Brazil,Rio de Janeiro,BR-RJ,2020-11-01,2020,11,14261.857142857143,16944530.180615164,11417.21381770762,1.2491538978395589
Brazil,Rio de Janeiro,BR-RJ,2020-12-01,2020,12,17920,16944530.180615164,12317.619605096957,1.4548265472157307
Brazil,Rio de Janeiro,BR-RJ,2021-01-01,2021,1,16951.714285714286,17011608.997843903,12515.735120552123,1.354432170578445
Brazil,Rio de Janeiro,BR-RJ,2021-02-01,2021,2,13285,17011608.997843903,11057.53210893304,1.2014434929171454
Brazil,Rio de Janeiro,BR-RJ,2021-03-01,2021,3,17557.571428571428,17011608.997843903,12145.640684087959,1.4455862712597496
Brazil,Rio de Janeiro,BR-RJ,2021-04-01,2021,4,20002.85714285714,17011608.997843903,12212.585344786534,1.6378888317366984
Brazil,Rio de Janeiro,BR-RJ,2021-05-01,2021,5,18350.714285714286,17011608.997843903,13341.702564352092,1.3754402181582022
Brazil,Rio de Janeiro,BR-RJ,2021-06-01,2021,6,15423,17011608.997843903,13208.471498886835,1.1676597100050372
Brazil,Rio de Janeiro,BR-RJ,2021-07-01,2021,7,15467,17011608.997843903,13350.890953466162,1.158499462987858
Brazil,Rio de Janeiro,BR-RJ,2021-08-01,2021,8,16636.285714285714,17011608.997843903,12836.33548477531,1.296030766258593
Brazil,Rio de Janeiro,BR-RJ,2021-09-01,2021,9,14183.42857142857,17011608.997843903,11982.295986818182,1.1836987324492627
Brazil,Rio de Janeiro,BR-RJ,2021-10-01,2021,10,12012.142857142857,17011608.997843903,11651.917484621697,1.0309155444154654
Brazil,Rio de Janeiro,BR-RJ,2021-11-01,2021,11,10143.57142857143,17011608.997843903,10143.57142857143,1
Brazil,Rio de Janeiro,BR-RJ,2021-12-01,2021,12,5683.428571428572,17011608.997843903,5683.428571428572,1
Brazil,Rio Grande do Norte,BR-RN,2020-01-01,2020,1,1799.4285714285716,3597451.5132740745,1766.614061470138,1.018574804013009
Brazil,Rio Grande do Norte,BR-RN,2020-02-01,2020,2,1742.857142857143,3597451.5132740745,1729.8860462965522,1.0074982375794983
Brazil,Rio Grande do Norte,BR-RN,2020-03-01,2020,3,1944,3597451.5132740745,1935.6803555212034,1.0042980466558262
Brazil,Rio Grande do Norte,BR-RN,2020-04-01,2020,4,1870.4285714285716,3597451.5132740745,1870.4285714285716,1
Brazil,Rio Grande do Norte,BR-RN,2020-05-01,2020,5,2220.4285714285716,3597451.5132740745,2003.8207933496556,1.1080973801638354
Brazil,Rio Grande do Norte,BR-RN,2020-06-01,2020,6,2886.285714285714,3597451.5132740745,1861.3379307966916,1.550651102376839
Brazil,Rio Grande do Norte,BR-RN,2020-07-01,2020,7,2530.714285714286,3597451.5132740745,1862.205677079053,1.3589875258482813
Brazil,Rio Grande do Norte,BR-RN,2020-08-01,2020,8,2047.7142857142858,3597451.5132740745,1818.8178613321527,1.1258490084402861
Brazil,Rio Grande do Norte,BR-RN,2020-09-01,2020,9,1818.4285714285716,3597451.5132740745,1721.899879490336,1.0560594103571266
Brazil,Rio Grande do Norte,BR-RN,2020-10-01,2020,10,1803.857142857143,3597451.5132740745,1734.5071184424123,1.0399825539355565
Brazil,Rio Grande do Norte,BR-RN,2020-11-01,2020,11,1781.7142857142858,3597451.5132740745,1682.6775197183727,1.0588566524692675
Brazil,Rio Grande do Norte,BR-RN,2020-12-01,2020,12,2135.714285714286,3597451.5132740745,1762.1956009082364,1.2119621026255756
Brazil,Rio Grande do Norte,BR-RN,2021-01-01,2021,1,2157.5714285714284,3625812.9485703683,1803.2323236042678,1.1965021923846808
Brazil,Rio Grande do Norte,BR-RN,2021-02-01,2021,2,2076,3625812.9485703683,1713.8356627022374,1.211318007425946
Brazil,Rio Grande do Norte,BR-RN,2021-03-01,2021,3,3025.4285714285716,3625812.9485703683,2023.65683274298,1.4950304431447168
Brazil,Rio Grande do Norte,BR-RN,2021-04-01,2021,4,2830.714285714286,3625812.9485703683,2027.5242566970499,1.3961432403899707
Brazil,Rio Grande do Norte,BR-RN,2021-05-01,2021,5,2728.1428571428573,3625812.9485703683,2054.8818617367656,1.3276397577606034
Brazil,Rio Grande do Norte,BR-RN,2021-06-01,2021,6,2433.714285714286,3625812.9485703683,1899.6435998190618,1.2811425711360243
Brazil,Rio Grande do Norte,BR-RN,2021-07-01,2021,7,1984.142857142857,3625812.9485703683,1885.1071431910793,1.0525358541605925
Brazil,Rio Grande do Norte,BR-RN,2021-08-01,2021,8,1839.2857142857142,3625812.9485703683,1787.0104025114836,1.0292529420650056
Brazil,Rio Grande do Norte,BR-RN,2021-09-01,2021,9,1634.142857142857,3625812.9485703683,1634.142857142857,1
Brazil,Rio Grande do Norte,BR-RN,2021-10-01,2021,10,1686.4285714285713,3625812.9485703683,1686.4285714285713,1
Brazil,Rio Grande do Norte,BR-RN,2021-11-01,2021,11,1620,3625812.9485703683,1620,1
Brazil,Rio Grande do Norte,BR-RN,2021-12-01,2021,12,1020,3625812.9485703683,1020,1
Brazil,Rio Grande do Sul,BR-RS,2020-01-01,2020,1,6997.571428571428,11416111.52545379,6883.96605956824,1.0165028949910764
Brazil,Rio Grande do Sul,BR-RS,2020-02-01,2020,2,6347.428571428572,11416111.52545379,6320.98059190052,1.0041841576862205
Brazil,Rio Grande do Sul,BR-RS,2020-03-01,2020,3,6778,11416111.52545379,6778,1
Brazil,Rio Grande do Sul,BR-RS,2020-04-01,2020,4,6377.285714285714,11416111.52545379,6377.285714285714,1
Brazil,Rio Grande do Sul,BR-RS,2020-05-01,2020,5,7196.857142857143,11416111.52545379,7196.857142857143,1
Brazil,Rio Grande do Sul,BR-RS,2020-06-01,2020,6,7481,11416111.52545379,7481,1
Brazil,Rio Grande do Sul,BR-RS,2020-07-01,2020,7,9334.142857142857,11416111.52545379,9000.824533771447,1.0370319765840104
Brazil,Rio Grande do Sul,BR-RS,2020-08-01,2020,8,9022.857142857143,11416111.52545379,8625.394274893923,1.04608054487667
Brazil,Rio Grande do Sul,BR-RS,2020-09-01,2020,9,8078.428571428572,11416111.52545379,7699.925113755248,1.049156771277835
Brazil,Rio Grande do Sul,BR-RS,2020-10-01,2020,10,7971.285714285714,11416111.52545379,7555.758608578919,1.0549947566131876
Brazil,Rio Grande do Sul,BR-RS,2020-11-01,2020,11,7897.714285714286,11416111.52545379,7076.216936379269,1.116092731005977
Brazil,Rio Grande do Sul,BR-RS,2020-12-01,2020,12,8877.142857142857,11416111.52545379,7184.116200560591,1.235662482248012
Brazil,Rio Grande do Sul,BR-RS,2021-01-01,2021,1,9019.42857142857,11441611.455693223,7123.486196737786,1.266153723377612
Brazil,Rio Grande do Sul,BR-RS,2021-02-01,2021,2,8399,11441611.455693223,6385.782021596704,1.3152656904972009
Brazil,Rio Grande do Sul,BR-RS,2021-03-01,2021,3,15697,11441611.455693223,7113.369984111243,2.206689661167851
Brazil,Rio Grande do Sul,BR-RS,2021-04-01,2021,4,11225,11441611.455693223,7119.69492035027,1.57661249893103
Brazil,Rio Grande do Sul,BR-RS,2021-05-01,2021,5,10818.57142857143,11441611.455693223,7977.462864510942,1.3561418727123915
Brazil,Rio Grande do Sul,BR-RS,2021-06-01,2021,6,10912.285714285714,11441611.455693223,8580.178399952583,1.271801727845894
Brazil,Rio Grande do Sul,BR-RS,2021-07-01,2021,7,10263.428571428572,11441611.455693223,9330.994640669536,1.0999286749876571
Brazil,Rio Grande do Sul,BR-RS,2021-08-01,2021,8,8736.857142857143,11441611.455693223,8707.07322058971,1.0034206582984744
Brazil,Rio Grande do Sul,BR-RS,2021-09-01,2021,9,7752.285714285714,11441611.455693223,7741.75084184696,1.0013607868108865
Brazil,Rio Grande do Sul,BR-RS,2021-10-01,2021,10,8120.571428571428,11441611.455693223,7752.703899083217,1.047450223080455
Brazil,Rio Grande do Sul,BR-RS,2021-11-01,2021,11,7406.857142857143,11441611.455693223,7170.240325061632,1.0329998447846276
Brazil,Rio Grande do Sul,BR-RS,2021-12-01,2021,12,4811.142857142857,11441611.455693223,4811.142857142857,1
Brazil,Rondania,BR-RO,2020-01-01,2020,1,691.1428571428571,1857517.8400345151,661.7954275708081,1.0443451682338936
Brazil,Rondania,BR-RO,2020-02-01,2020,2,629.1428571428571,1857517.8400345151,627.7579313515961,1.002206146226268
Brazil,Rondania,BR-RO,2020-03-01,2020,3,752.4285714285714,1857517.8400345151,714.2797570233887,1.0534087856054608
Brazil,Rondania,BR-RO,2020-04-01,2020,4,692.8571428571429,1857517.8400345151,672.4209438474077,1.0303919727615931
Brazil,Rondania,BR-RO,2020-05-01,2020,5,879.2857142857142,1857517.8400345151,740.7928765831522,1.1869521725712984
Brazil,Rondania,BR-RO,2020-06-01,2020,6,1098.7142857142858,1857517.8400345151,691.7370321271717,1.5883409947500018
Brazil,Rondania,BR-RO,2020-07-01,2020,7,1047.142857142857,1857517.8400345151,709.230425203936,1.4764494301577036
Brazil,Rondania,BR-RO,2020-08-01,2020,8,1023.5714285714286,1857517.8400345151,723.5269094135137,1.4146971111290512
Brazil,Rondania,BR-RO,2020-09-01,2020,9,903.8571428571429,1857517.8400345151,705.562892319539,1.2810440468116333
Brazil,Rondania,BR-RO,2020-10-01,2020,10,838.8571428571429,1857517.8400345151,709.0271359304746,1.1831100677921007
Brazil,Rondania,BR-RO,2020-11-01,2020,11,755.8571428571429,1857517.8400345151,672.6888465777652,1.1236356105835377
Brazil,Rondania,BR-RO,2020-12-01,2020,12,965.4285714285714,1857517.8400345151,691.1577384124377,1.3968281302125376
Brazil,Rondania,BR-RO,2021-01-01,2021,1,1253.5714285714287,1873558.6727470914,691.1206247208269,1.8138243654323
Brazil,Rondania,BR-RO,2021-02-01,2021,2,1335,1873558.6727470914,632.9807986684585,2.109068715525514
Brazil,Rondania,BR-RO,2021-03-01,2021,3,2053.714285714286,1873558.6727470914,730.0906239434966,2.812958033375905
Brazil,Rondania,BR-RO,2021-04-01,2021,4,1677.7142857142858,1873558.6727470914,734.8208192007983,2.283161067127891
Brazil,Rondania,BR-RO,2021-05-01,2021,5,1298.4285714285713,1873558.6727470914,753.5012268291537,1.7231937058583884
Brazil,Rondania,BR-RO,2021-06-01,2021,6,1015.2857142857143,1873558.6727470914,702.9651193581169,1.4442903158733962
Brazil,Rondania,BR-RO,2021-07-01,2021,7,923.8571428571429,1873558.6727470914,715.5972948644674,1.291029395285961
Brazil,Rondania,BR-RO,2021-08-01,2021,8,863.1428571428571,1873558.6727470914,727.740135193401,1.1860591650802275
Brazil,Rondania,BR-RO,2021-09-01,2021,9,779.7142857142857,1873558.6727470914,708.0536382417419,1.101207936238409
Brazil,Rondania,BR-RO,2021-10-01,2021,10,792.1428571428571,1873558.6727470914,720.9453541078387,1.098755755383325
Brazil,Rondania,BR-RO,2021-11-01,2021,11,734.8571428571429,1873558.6727470914,680.2816146392192,1.0802249054560549
Brazil,Rondania,BR-RO,2021-12-01,2021,12,604.1428571428571,1873558.6727470914,584.3981138593031,1.0337864596330777
Brazil,Roraima,BR-RR,2020-01-01,2020,1,256,546666.631937717,231.92014025652617,1.10382823896553
Brazil,Roraima,BR-RR,2020-02-01,2020,2,202.14285714285714,546666.631937717,195.27205834989005,1.0351857754305838
Brazil,Roraima,BR-RR,2020-03-01,2020,3,249,546666.631937717,227.13933192808847,1.0962434285878437
Brazil,Roraima,BR-RR,2020-04-01,2020,4,222.71428571428572,546666.631937717,211.95862692762864,1.050744142583682
Brazil,Roraima,BR-RR,2020-05-01,2020,5,399.14285714285717,546666.631937717,249.79562592052017,1.5978776876976069
Brazil,Roraima,BR-RR,2020-06-01,2020,6,588.4285714285714,546666.631937717,274.3455283293482,2.14484476933836
Brazil,Roraima,BR-RR,2020-07-01,2020,7,368.2857142857143,546666.631937717,282.502607796371,1.3036542110477651
Brazil,Roraima,BR-RR,2020-08-01,2020,8,252.42857142857144,546666.631937717,251.84281131832384,1.0023258956933545
Brazil,Roraima,BR-RR,2020-09-01,2020,9,210.57142857142856,546666.631937717,209.12668086345826,1.006908481031713
Brazil,Roraima,BR-RR,2020-10-01,2020,10,219.57142857142858,546666.631937717,211.87743967567383,1.0363133937597704
Brazil,Roraima,BR-RR,2020-11-01,2020,11,280.57142857142856,546666.631937717,245.73925705165342,1.1417444324430979
Brazil,Roraima,BR-RR,2020-12-01,2020,12,259.2857142857143,546666.631937717,245.9407373863162,1.0542609453042187
Brazil,Roraima,BR-RR,2021-01-01,2021,1,380.85714285714283,554299.5115144547,260.00804166870034,1.4647898596245235
Brazil,Roraima,BR-RR,2021-02-01,2021,2,518,554299.5115144547,235.29951904071888,2.2014494636955013
Brazil,Roraima,BR-RR,2021-03-01,2021,3,421.57142857142856,554299.5115144547,258.1255563911329,1.6332029825540761
Brazil,Roraima,BR-RR,2021-04-01,2021,4,343.42857142857144,554299.5115144547,251.24567202829178,1.3669034322306628
Brazil,Roraima,BR-RR,2021-05-01,2021,5,343.8571428571429,554299.5115144547,280.01307994102353,1.2280038594253033
Brazil,Roraima,BR-RR,2021-06-01,2021,6,367.1428571428571,554299.5115144547,294.93152057289404,1.2448410276042896
Brazil,Roraima,BR-RR,2021-07-01,2021,7,352.57142857142856,554299.5115144547,305.6424157249641,1.153542212834406
Brazil,Roraima,BR-RR,2021-08-01,2021,8,312.7142857142857,554299.5115144547,296.42467971384946,1.0549536091804543
Brazil,Roraima,BR-RR,2021-09-01,2021,9,284,554299.5115144547,279.41429735783976,1.0164118396428634
Brazil,Roraima,BR-RR,2021-10-01,2021,10,286.7142857142857,554299.5115144547,279.07721253389195,1.027365448834223
Brazil,Roraima,BR-RR,2021-11-01,2021,11,210.85714285714286,554299.5115144547,210.85714285714286,1
Brazil,Roraima,BR-RR,2021-12-01,2021,12,210.14285714285714,554299.5115144547,208.89207068822057,1.005987716290598
Brazil,Santa Catarina,BR-SC,2020-01-01,2020,1,3422,7263723.306948718,3332.1018426437395,1.0269794146762734
Brazil,Santa Catarina,BR-SC,2020-02-01,2020,2,3163.4285714285716,7263723.306948718,3136.0389566515487,1.0087338247884101
Brazil,Santa Catarina,BR-SC,2020-03-01,2020,3,3518,7263723.306948718,3426.1021252836513,1.0268228649806346
Brazil,Santa Catarina,BR-SC,2020-04-01,2020,4,3195,7263723.306948718,3195,1
Brazil,Santa Catarina,BR-SC,2020-05-01,2020,5,3319.285714285714,7263723.306948718,3319.285714285714,1
Brazil,Santa Catarina,BR-SC,2020-06-01,2020,6,3633.714285714286,7263723.306948718,3629.763240595472,1.0010885131775609
Brazil,Santa Catarina,BR-SC,2020-07-01,2020,7,4621.714285714286,7263723.306948718,4147.184897119598,1.1144220478147164
Brazil,Santa Catarina,BR-SC,2020-08-01,2020,8,4769,7263723.306948718,3925.1429336411543,1.2149876018848675
Brazil,Santa Catarina,BR-SC,2020-09-01,2020,9,3847.4285714285716,7263723.306948718,3654.2878125946163,1.0528531874715203
Brazil,Santa Catarina,BR-SC,2020-10-01,2020,10,3691.142857142857,7263723.306948718,3604.8589728437046,1.0239354396244487
Brazil,Santa Catarina,BR-SC,2020-11-01,2020,11,4071,7263723.306948718,3487.5477958961737,1.1672958302651448
Brazil,Santa Catarina,BR-SC,2020-12-01,2020,12,5119.142857142857,7263723.306948718,3546.1748072689516,1.443567544005342
Brazil,Santa Catarina,BR-SC,2021-01-01,2021,1,4629.857142857143,7347781.2215510355,3497.7026584900987,1.323685171356383
Brazil,Santa Catarina,BR-SC,2021-02-01,2021,2,4393,7347781.2215510355,3160.2759809733143,1.3900684707438198
Brazil,Santa Catarina,BR-SC,2021-03-01,2021,3,7348.571428571428,7347781.2215510355,3529.3235032057673,2.0821473072379306
Brazil,Santa Catarina,BR-SC,2021-04-01,2021,4,5972.142857142857,7347781.2215510355,3467.848899115706,1.7221462153860685
Brazil,Santa Catarina,BR-SC,2021-05-01,2021,5,5591.428571428572,7347781.2215510355,3793.2615231723084,1.4740424664293788
Brazil,Santa Catarina,BR-SC,2021-06-01,2021,6,5391.857142857143,7347781.2215510355,4016.0175212483555,1.3425880525494112
Brazil,Santa Catarina,BR-SC,2021-07-01,2021,7,5223.857142857143,7347781.2215510355,4285.288183093084,1.219021199896668
Brazil,Santa Catarina,BR-SC,2021-08-01,2021,8,4537.571428571428,7347781.2215510355,4067.631345113378,1.1155316309632164
Brazil,Santa Catarina,BR-SC,2021-09-01,2021,9,4067.8571428571427,7347781.2215510355,3778.8663919841383,1.0764755143198557
Brazil,Santa Catarina,BR-SC,2021-10-01,2021,10,4095.714285714286,7347781.2215510355,3760.5037293988303,1.0891398015895715
Brazil,Santa Catarina,BR-SC,2021-11-01,2021,11,3655.714285714286,7347781.2215510355,3543.1048237602035,1.0317827068504772
Brazil,Santa Catarina,BR-SC,2021-12-01,2021,12,2361.285714285714,7347781.2215510355,2361.285714285714,1
Brazil,Sao Paulo,BR-SP,2020-01-01,2020,1,24882.714285714286,46056183.1670388,24611.87979738346,1.011004217904543
Brazil,Sao Paulo,BR-SP,2020-02-01,2020,2,23164.571428571428,46056183.1670388,22995.720961274248,1.0073426907371823
Brazil,Sao Paulo,BR-SP,2020-03-01,2020,3,26855.428571428572,46056183.1670388,25454.093204996916,1.055053438955608
Brazil,Sao Paulo,BR-SP,2020-04-01,2020,4,27227.14285714286,46056183.1670388,25427.131574322302,1.0707909689914967
Brazil,Sao Paulo,BR-SP,2020-05-01,2020,5,32519.714285714286,46056183.1670388,27738.91303815672,1.1723499850546146
Brazil,Sao Paulo,BR-SP,2020-06-01,2020,6,32583.428571428572,46056183.1670388,28440.110085226745,1.1456857400968388
Brazil,Sao Paulo,BR-SP,2020-07-01,2020,7,33685.57142857143,46056183.1670388,28881.68064046523,1.166330029332698
Brazil,Sao Paulo,BR-SP,2020-08-01,2020,8,32737.857142857145,46056183.1670388,27173.520309409,1.2047705549406293
Brazil,Sao Paulo,BR-SP,2020-09-01,2020,9,29765.85714285714,46056183.1670388,25601.112519803675,1.16267826719764
Brazil,Sao Paulo,BR-SP,2020-10-01,2020,10,29584.285714285714,46056183.1670388,25520.433949444327,1.1592391325669396
Brazil,Sao Paulo,BR-SP,2020-11-01,2020,11,27125.285714285714,46056183.1670388,24383.4114310453,1.1124483459172336
Brazil,Sao Paulo,BR-SP,2020-12-01,2020,12,30278.571428571428,46056183.1670388,25366.03116103893,1.1936660976384015
Brazil,Sao Paulo,BR-SP,2021-01-01,2021,1,33400.142857142855,46349793.189132676,25329.004139495664,1.3186520351608224
Brazil,Sao Paulo,BR-SP,2021-02-01,2021,2,30303,46349793.189132676,22770.171404200784,1.3308200216011334
Brazil,Sao Paulo,BR-SP,2021-03-01,2021,3,50095.57142857143,46349793.189132676,25718.169552064046,1.9478669089243539
Brazil,Sao Paulo,BR-SP,2021-04-01,2021,4,47225.142857142855,46349793.189132676,25612.880025080816,1.8438044769232798
Brazil,Sao Paulo,BR-SP,2021-05-01,2021,5,43877.42857142857,46349793.189132676,27809.32610984613,1.5777954632238784
Brazil,Sao Paulo,BR-SP,2021-06-01,2021,6,43776.71428571429,46349793.189132676,28625.471394379285,1.5292923453588962
Brazil,Sao Paulo,BR-SP,2021-07-01,2021,7,38638.57142857143,46349793.189132676,29637.331115640227,1.303712917934809
Brazil,Sao Paulo,BR-SP,2021-08-01,2021,8,33348.857142857145,46349793.189132676,27807.916025471375,1.199257690231458
Brazil,Sao Paulo,BR-SP,2021-09-01,2021,9,27797.714285714286,46349793.189132676,26124.42146404609,1.0640509043988238
Brazil,Sao Paulo,BR-SP,2021-10-01,2021,10,26228,46349793.189132676,25619.384028476106,1.023756073559279
Brazil,Sao Paulo,BR-SP,2021-11-01,2021,11,20047.85714285714,46349793.189132676,20047.85714285714,1
Brazil,Sao Paulo,BR-SP,2021-12-01,2021,12,16333.142857142857,46349793.189132676,16333.142857142857,1
Brazil,Sergipe,BR-SE,2020-01-01,2020,1,1161,2351616.5470419372,1124.2774721428877,1.0326632248417453
Brazil,Sergipe,BR-SE,2020-02-01,2020,2,1110.4285714285716,2351616.5470419372,1062.7652711027943,1.044848379620383
Brazil,Sergipe,BR-SE,2020-03-01,2020,3,1275.4285714285713,2351616.5470419372,1149.197388955526,1.1098429074815193
Brazil,Sergipe,BR-SE,2020-04-01,2020,4,1164.4285714285716,2351616.5470419372,1109.4317133058532,1.0495720984564614
Brazil,Sergipe,BR-SE,2020-05-01,2020,5,1313,2351616.5470419372,1171.3753694369548,1.120904565913077
Brazil,Sergipe,BR-SE,2020-06-01,2020,6,1700.2857142857142,2351616.5470419372,1171.4138551816095,1.451481649089861
Brazil,Sergipe,BR-SE,2020-07-01,2020,7,1887.142857142857,2351616.5470419372,1187.0842962599017,1.5897294430468007
Brazil,Sergipe,BR-SE,2020-08-01,2020,8,1465.2857142857142,2351616.5470419372,1152.9804746913896,1.2708677609461836
Brazil,Sergipe,BR-SE,2020-09-01,2020,9,1214.2857142857142,2351616.5470419372,1093.0549775726,1.110910008371525
Brazil,Sergipe,BR-SE,2020-10-01,2020,10,1241.142857142857,2351616.5470419372,1119.5976859111186,1.108561470572196
Brazil,Sergipe,BR-SE,2020-11-01,2020,11,1190.2857142857142,2351616.5470419372,1079.7860517745178,1.1023347748654482
Brazil,Sergipe,BR-SE,2020-12-01,2020,12,1248,2351616.5470419372,1126.8465418023145,1.1075154900896345
Brazil,Sergipe,BR-SE,2021-01-01,2021,1,1231.5714285714287,2371682.95080413,1132.4920652184019,1.087487909536849
Brazil,Sergipe,BR-SE,2021-02-01,2021,2,1147,2371682.95080413,1030.5065619165537,1.1130448290079684
Brazil,Sergipe,BR-SE,2021-03-01,2021,3,1689.142857142857,2371682.95080413,1155.2581680505598,1.4621345287635585
Brazil,Sergipe,BR-SE,2021-04-01,2021,4,1848.857142857143,2371682.95080413,1138.421502070482,1.6240532522396758
Brazil,Sergipe,BR-SE,2021-05-01,2021,5,1904.857142857143,2371682.95080413,1200.258443897323,1.5870391518946023
Brazil,Sergipe,BR-SE,2021-06-01,2021,6,1751.142857142857,2371682.95080413,1170.5210875900025,1.4960370007073538
Brazil,Sergipe,BR-SE,2021-07-01,2021,7,1430.7142857142858,2371682.95080413,1191.0574562300592,1.20121349161676
Brazil,Sergipe,BR-SE,2021-08-01,2021,8,1167,2371682.95080413,1146.806577455884,1.0176083944242051
Brazil,Sergipe,BR-SE,2021-09-01,2021,9,1117.5714285714284,2371682.95080413,1069.678746654793,1.0447729582983771
Brazil,Sergipe,BR-SE,2021-10-01,2021,10,1127.7142857142858,2371682.95080413,1069.7364594724381,1.0541982333391167
Brazil,Sergipe,BR-SE,2021-11-01,2021,11,1087.5714285714287,2371682.95080413,1058.271261915846,1.0276868206763348
Brazil,Sergipe,BR-SE,2021-12-01,2021,12,1013.4285714285714,2371682.95080413,941.45686375138,1.0764471644408742
Brazil,Tocantins,BR-TO,2020-01-01,2020,1,672.7142857142858,1598866.8524920554,641.7493551400556,1.0482508168122309
Brazil,Tocantins,BR-TO,2020-02-01,2020,2,616.2857142857143,1598866.8524920554,612.3090482202938,1.0064945407502615
Brazil,Tocantins,BR-TO,2020-03-01,2020,3,674.2857142857143,1598866.8524920554,660.014668902735,1.0216223154656618
Brazil,Tocantins,BR-TO,2020-04-01,2020,4,602.7142857142857,1598866.8524920554,602.7142857142857,1
Brazil,Tocantins,BR-TO,2020-05-01,2020,5,717.8571428571429,1598866.8524920554,687.235725887206,1.0445573706611446
Brazil,Tocantins,BR-TO,2020-06-01,2020,6,786.1428571428571,1598866.8524920554,661.178445881769,1.18900254846395
Brazil,Tocantins,BR-TO,2020-07-01,2020,7,905,1598866.8524920554,676.882439476503,1.337012082482036
Brazil,Tocantins,BR-TO,2020-08-01,2020,8,1088,1598866.8524920554,695.1988135197386,1.5650199321997387
Brazil,Tocantins,BR-TO,2020-09-01,2020,9,956,1598866.8524920554,681.5821955457375,1.402618798213381
Brazil,Tocantins,BR-TO,2020-10-01,2020,10,788.5714285714286,1598866.8524920554,685.4550159776484,1.1504349814213668
Brazil,Tocantins,BR-TO,2020-11-01,2020,11,710.5714285714286,1598866.8524920554,652.5522287185868,1.0889111971416814
Brazil,Tocantins,BR-TO,2020-12-01,2020,12,740.2857142857142,1598866.8524920554,678.377744723489,1.091258845154862
Brazil,Tocantins,BR-TO,2021-01-01,2021,1,830.4285714285714,1614098.2614280798,695.3817259162311,1.1942053414394855
Brazil,Tocantins,BR-TO,2021-02-01,2021,2,839,1614098.2614280798,620.6534666389499,1.3518010372897311
Brazil,Tocantins,BR-TO,2021-03-01,2021,3,1392,1614098.2614280798,710.9559445303817,1.957927225602535
