country,geo,code,date,year,month,dts,pop,bsn,pscore
Brazil,Acre,BR-AC,2020-01-01,2020,1,379.42857142857144,866468.5050644106,362.61056244386225,1.046380361540938
Brazil,Acre,BR-AC,2020-02-01,2020,2,336.2857142857143,866468.5050644106,326.61252926050184,1.0296166991729128
Brazil,Acre,BR-AC,2020-03-01,2020,3,365.7142857142857,866468.5050644106,362.88597555487314,1.0077939362497763
Brazil,Acre,BR-AC,2020-04-01,2020,4,362.8571428571429,866468.5050644106,345.0234369372148,1.0516883898619716
Brazil,Acre,BR-AC,2020-05-01,2020,5,559,866468.5050644106,376.83154229553816,1.4834214689002663
Brazil,Acre,BR-AC,2020-06-01,2020,6,558.2857142857143,866468.5050644106,362.04437531102286,1.542036701457123
Brazil,Acre,BR-AC,2020-07-01,2020,7,469.14285714285717,866468.5050644106,371.3245616503329,1.2634307169387768
Brazil,Acre,BR-AC,2020-08-01,2020,8,402.57142857142856,866468.5050644106,362.9943874781995,1.1090293471702946
Brazil,Acre,BR-AC,2020-09-01,2020,9,354.14285714285717,866468.5050644106,344.8322311934245,1.027000451544827
Brazil,Acre,BR-AC,2020-10-01,2020,10,341.57142857142856,866468.5050644106,317.7466736594495,1.0749803440507881
Brazil,Acre,BR-AC,2020-11-01,2020,11,373.42857142857144,866468.5050644106,349.6191556094113,1.068101004871025
Brazil,Acre,BR-AC,2020-12-01,2020,12,453.85714285714283,866468.5050644106,376.6617591858985,1.2049461666565018
Brazil,Acre,BR-AC,2021-01-01,2021,1,484,878101.1853009473,381.4043030912946,1.2689945972742411
Brazil,Acre,BR-AC,2021-02-01,2021,2,612,878101.1853009473,349.3285302151296,1.7519324849393418
Brazil,Acre,BR-AC,2021-03-01,2021,3,873.8571428571429,878101.1853009473,390.7859290314323,2.236153039140914
Brazil,Acre,BR-AC,2021-04-01,2021,4,639.7142857142857,878101.1853009473,379.7206525636659,1.6846971092967558
Brazil,Acre,BR-AC,2021-05-01,2021,5,430,878101.1853009473,382.06557159979627,1.1254612610068246
Brazil,Acre,BR-AC,2021-06-01,2021,6,381.14285714285717,878101.1853009473,368.8653506600577,1.0332845209256705
Brazil,Acre,BR-AC,2021-07-01,2021,7,402,878101.1853009473,379.7902873824232,1.0584788852043843
Brazil,Acre,BR-AC,2021-08-01,2021,8,378.14285714285717,878101.1853009473,361.78592716215167,1.045211625861208
Brazil,Acre,BR-AC,2021-09-01,2021,9,324.14285714285717,878101.1853009473,321.4251753170936,1.0084550994584744
Brazil,Acre,BR-AC,2021-10-01,2021,10,373,878101.1853009473,361.768368870847,1.0310464708791685
Brazil,Acre,BR-AC,2021-11-01,2021,11,258.42857142857144,878101.1853009473,258.42857142857144,1
Brazil,Acre,BR-AC,2021-12-01,2021,12,72.57142857142857,878101.1853009473,72.57142857142857,1
Brazil,Alagoas,BR-AL,2020-01-01,2020,1,1702.5714285714284,3419306.9703828506,1657.384220981196,1.0272641714686297
Brazil,Alagoas,BR-AL,2020-02-01,2020,2,1681,3419306.9703828506,1566.5992131342869,1.0730249229710975
Brazil,Alagoas,BR-AL,2020-03-01,2020,3,1763,3419306.9703828506,1680.7205892205664,1.0489548419333583
Brazil,Alagoas,BR-AL,2020-04-01,2020,4,1816.5714285714284,3419306.9703828506,1673.4052170247471,1.0855538216865521
Brazil,Alagoas,BR-AL,2020-05-01,2020,5,2985.8571428571427,3419306.9703828506,1783.404207707632,1.6742458776045674
Brazil,Alagoas,BR-AL,2020-06-01,2020,6,2812.1428571428573,3419306.9703828506,1768.5170171719997,1.5901135413668221
Brazil,Alagoas,BR-AL,2020-07-01,2020,7,2202.5714285714284,3419306.9703828506,1822.0493210404986,1.208842923809345
Brazil,Alagoas,BR-AL,2020-08-01,2020,8,1892.857142857143,3419306.9703828506,1762.8210179866446,1.0737659260603867
Brazil,Alagoas,BR-AL,2020-09-01,2020,9,1719.142857142857,3419306.9703828506,1629.994677268743,1.054692313488712
Brazil,Alagoas,BR-AL,2020-10-01,2020,10,1739.857142857143,3419306.9703828506,1632.2314894722788,1.0659377386596438
Brazil,Alagoas,BR-AL,2020-11-01,2020,11,1739.7142857142858,3419306.9703828506,1596.097678071913,1.0899798362064292
Brazil,Alagoas,BR-AL,2020-12-01,2020,12,1894.5714285714284,3419306.9703828506,1662.323575449565,1.1397127830898106
Brazil,Alagoas,BR-AL,2021-01-01,2021,1,1997.142857142857,3432013.098591755,1671.4297286314397,1.1948709676105318
Brazil,Alagoas,BR-AL,2021-02-01,2021,2,1887,3432013.098591755,1516.909296356316,1.243976818213626
Brazil,Alagoas,BR-AL,2021-03-01,2021,3,2438.285714285714,3432013.098591755,1693.532285443965,1.4397633486193089
Brazil,Alagoas,BR-AL,2021-04-01,2021,4,2423.4285714285716,3432013.098591755,1670.315829482206,1.4508804434786615
Brazil,Alagoas,BR-AL,2021-05-01,2021,5,2376.5714285714284,3432013.098591755,1778.6219735215648,1.3361869267059372
Brazil,Alagoas,BR-AL,2021-06-01,2021,6,2291.8571428571427,3432013.098591755,1768.8539395246776,1.2956734819342999
Brazil,Alagoas,BR-AL,2021-07-01,2021,7,2149.5714285714284,3432013.098591755,1834.1566749799163,1.1719671813723143
Brazil,Alagoas,BR-AL,2021-08-01,2021,8,1919.7142857142858,3432013.098591755,1784.0824913959113,1.0760232752535186
Brazil,Alagoas,BR-AL,2021-09-01,2021,9,1734.4285714285713,3432013.098591755,1648.9709338150533,1.0518248295716186
Brazil,Alagoas,BR-AL,2021-10-01,2021,10,1777.142857142857,3432013.098591755,1656.85323697398,1.0726012524733752
Brazil,Alagoas,BR-AL,2021-11-01,2021,11,1660.142857142857,3432013.098591755,1578.14625661479,1.0519575420746834
Brazil,Alagoas,BR-AL,2021-12-01,2021,12,1161.857142857143,3432013.098591755,1161.857142857143,1
Brazil,Amapa,BR-AP,2020-01-01,2020,1,303.8571428571429,842491.0382796238,289.2912817994155,1.0503501556186778
Brazil,Amapa,BR-AP,2020-02-01,2020,2,285.57142857142856,842491.0382796238,260.3617496206581,1.0968255858915545
Brazil,Amapa,BR-AP,2020-03-01,2020,3,275.7142857142857,842491.0382796238,270.1313307106472,1.02066755821678
Brazil,Amapa,BR-AP,2020-04-01,2020,4,378.7142857142857,842491.0382796238,320.2469670445128,1.1825694688363628
Brazil,Amapa,BR-AP,2020-05-01,2020,5,832.1428571428571,842491.0382796238,334.9196706142468,2.484604310092318
Brazil,Amapa,BR-AP,2020-06-01,2020,6,502.14285714285717,842491.0382796238,318.94305918593506,1.5743965660344459
Brazil,Amapa,BR-AP,2020-07-01,2020,7,350.7142857142857,842491.0382796238,319.4380553126094,1.0979101577959105
Brazil,Amapa,BR-AP,2020-08-01,2020,8,306.42857142857144,842491.0382796238,282.7641518822536,1.0836896027618521
Brazil,Amapa,BR-AP,2020-09-01,2020,9,271.2857142857143,842491.0382796238,267.8129215298816,1.0129672337540487
Brazil,Amapa,BR-AP,2020-10-01,2020,10,305.85714285714283,842491.0382796238,292.868192450968,1.04435084021065
Brazil,Amapa,BR-AP,2020-11-01,2020,11,368.14285714285717,842491.0382796238,290.15649998565453,1.2687734279985399
Brazil,Amapa,BR-AP,2020-12-01,2020,12,420.7142857142857,842491.0382796238,302.88475943706635,1.389024282688288
Brazil,Amapa,BR-AP,2021-01-01,2021,1,396.7142857142857,856942.8080808095,308.6275828577364,1.2854142265604087
Brazil,Amapa,BR-AP,2021-02-01,2021,2,326,856942.8080808095,287.3456914931333,1.1345219700563718
Brazil,Amapa,BR-AP,2021-03-01,2021,3,543.8571428571429,856942.8080808095,332.5407511594459,1.6354601382264138
Brazil,Amapa,BR-AP,2021-04-01,2021,4,560.1428571428571,856942.8080808095,334.04701939441907,1.6768383629296213
Brazil,Amapa,BR-AP,2021-05-01,2021,5,472.42857142857144,856942.8080808095,351.1639932795395,1.3453217883090334
Brazil,Amapa,BR-AP,2021-06-01,2021,6,427.7142857142857,856942.8080808095,336.1680790836406,1.272322722848019
Brazil,Amapa,BR-AP,2021-07-01,2021,7,347.14285714285717,856942.8080808095,325.88709021346295,1.065224329431004
Brazil,Amapa,BR-AP,2021-08-01,2021,8,343.85714285714283,856942.8080808095,325.4875013162547,1.0564373177667414
Brazil,Amapa,BR-AP,2021-09-01,2021,9,341.14285714285717,856942.8080808095,304.08281246003736,1.121874841866277
Brazil,Amapa,BR-AP,2021-10-01,2021,10,299.7142857142857,856942.8080808095,296.43372974377513,1.011066743225699
Brazil,Amapa,BR-AP,2021-11-01,2021,11,267.57142857142856,856942.8080808095,262.53185319975773,1.0191960530131796
Brazil,Amapa,BR-AP,2021-12-01,2021,12,241.42857142857144,856942.8080808095,241.42857142857144,1
Brazil,Amazonas,BR-AM,2020-01-01,2020,1,1622.7142857142858,4238594.868327024,1535.4330018136961,1.0568447361737636
Brazil,Amazonas,BR-AM,2020-02-01,2020,2,1491.5714285714287,4238594.868327024,1429.7999120938475,1.043202909690434
Brazil,Amazonas,BR-AM,2020-03-01,2020,3,1523.2857142857142,4238594.868327024,1514.879978330531,1.0055487801511818
Brazil,Amazonas,BR-AM,2020-04-01,2020,4,3725,4238594.868327024,1561.10971029059,2.3861231375638656
Brazil,Amazonas,BR-AM,2020-05-01,2020,5,3613.285714285714,4238594.868327024,1632.0605994825753,2.2139409011106954
Brazil,Amazonas,BR-AM,2020-06-01,2020,6,1891.5714285714287,4238594.868327024,1570.4788950843977,1.2044551725540862
Brazil,Amazonas,BR-AM,2020-07-01,2020,7,1655.7142857142858,4238594.868327024,1590.1719720174865,1.0412171229591252
Brazil,Amazonas,BR-AM,2020-08-01,2020,8,1636.142857142857,4238594.868327024,1553.5666032442516,1.053152696335107
Brazil,Amazonas,BR-AM,2020-09-01,2020,9,1689.857142857143,4238594.868327024,1506.2249942975095,1.1219154835797143
Brazil,Amazonas,BR-AM,2020-10-01,2020,10,1796.2857142857142,4238594.868327024,1548.3947568686685,1.160095451316535
Brazil,Amazonas,BR-AM,2020-11-01,2020,11,1683.857142857143,4238594.868327024,1472.8278861946715,1.14328168188593
Brazil,Amazonas,BR-AM,2020-12-01,2020,12,2136.142857142857,4238594.868327024,1531.3409107862576,1.3949492514022024
Brazil,Amazonas,BR-AM,2021-01-01,2021,1,6138.428571428572,4293257.7561658705,1567.7855053106568,3.9153497405324216
Brazil,Amazonas,BR-AM,2021-02-01,2021,2,4118,4293257.7561658705,1451.4543851954752,2.8371542654062853
Brazil,Amazonas,BR-AM,2021-03-01,2021,3,2432.5714285714284,4293257.7561658705,1626.017995535771,1.4960298319268595
Brazil,Amazonas,BR-AM,2021-04-01,2021,4,1989,4293257.7561658705,1595.7966143226406,1.2463994359608668
Brazil,Amazonas,BR-AM,2021-05-01,2021,5,1886.7142857142858,4293257.7561658705,1671.468918390681,1.128776171040528
Brazil,Amazonas,BR-AM,2021-06-01,2021,6,1731.857142857143,4293257.7561658705,1602.1413365310095,1.0809640219426564
Brazil,Amazonas,BR-AM,2021-07-01,2021,7,1754.5714285714284,4293257.7561658705,1634.9792497421352,1.073145991821092
Brazil,Amazonas,BR-AM,2021-08-01,2021,8,1723.2857142857142,4293257.7561658705,1599.3370747727236,1.0775000101405168
Brazil,Amazonas,BR-AM,2021-09-01,2021,9,1544.4285714285713,4293257.7561658705,1512.1793240632353,1.0213263379892552
Brazil,Amazonas,BR-AM,2021-10-01,2021,10,1603.5714285714284,4293257.7561658705,1589.1769639580807,1.009057811017784
Brazil,Amazonas,BR-AM,2021-11-01,2021,11,1469.5714285714287,4293257.7561658705,1466.0607196115118,1.0023946545412166
Brazil,Amazonas,BR-AM,2021-12-01,2021,12,1095.4285714285716,4293257.7561658705,1095.4285714285716,1
Brazil,Bahia,BR-BA,2020-01-01,2020,1,7811,15521324.8348771,7648.928591690877,1.021188772566812
Brazil,Bahia,BR-BA,2020-02-01,2020,2,7261,15521324.8348771,7209.4500682361295,1.0071503278718847
Brazil,Bahia,BR-BA,2020-03-01,2020,3,8117.714285714285,15521324.8348771,7887.883052746988,1.0291372515832695
Brazil,Bahia,BR-BA,2020-04-01,2020,4,7978,15521324.8348771,7655.403356316449,1.0421397317252235
Brazil,Bahia,BR-BA,2020-05-01,2020,5,9367.857142857143,15521324.8348771,8066.7049048161525,1.1612990996192447
Brazil,Bahia,BR-BA,2020-06-01,2020,6,10203.57142857143,15521324.8348771,8144.741238046212,1.2527803069921835
Brazil,Bahia,BR-BA,2020-07-01,2020,7,10365.142857142857,15521324.8348771,8445.1958332349,1.2273419186269512
Brazil,Bahia,BR-BA,2020-08-01,2020,8,9826.285714285714,15521324.8348771,8083.362891330079,1.2156185298602677
Brazil,Bahia,BR-BA,2020-09-01,2020,9,8651.57142857143,15521324.8348771,7609.042878933257,1.137011785348794
Brazil,Bahia,BR-BA,2020-10-01,2020,10,8844.285714285714,15521324.8348771,7810.626922842183,1.1323400543457778
Brazil,Bahia,BR-BA,2020-11-01,2020,11,8450.57142857143,15521324.8348771,7553.415134300093,1.1187749221140177
Brazil,Bahia,BR-BA,2020-12-01,2020,12,9472,15521324.8348771,7901.639178403208,1.1987386143736998
Brazil,Bahia,BR-BA,2021-01-01,2021,1,9506.57142857143,15572184.18433847,7981.653167083838,1.19105293471988
Brazil,Bahia,BR-BA,2021-02-01,2021,2,8776,15572184.18433847,7227.641646122158,1.2142273274863566
Brazil,Bahia,BR-BA,2021-03-01,2021,3,11340.714285714286,15572184.18433847,8030.7978799133325,1.4121528713952236
Brazil,Bahia,BR-BA,2021-04-01,2021,4,10288.714285714286,15572184.18433847,7787.884312049566,1.3211180178672386
Brazil,Bahia,BR-BA,2021-05-01,2021,5,10895.42857142857,15572184.18433847,8167.9601292266,1.333922839858454
Brazil,Bahia,BR-BA,2021-06-01,2021,6,10290.571428571428,15572184.18433847,8227.854863744262,1.250699191829021
Brazil,Bahia,BR-BA,2021-07-01,2021,7,9941,15572184.18433847,8645.144199570763,1.1498940642879707
Brazil,Bahia,BR-BA,2021-08-01,2021,8,8874,15572184.18433847,8300.715389173121,1.0690644822703632
Brazil,Bahia,BR-BA,2021-09-01,2021,9,7771.142857142857,15572184.18433847,7658.770233719076,1.0146724108433285
Brazil,Bahia,BR-BA,2021-10-01,2021,10,7988.428571428572,15572184.18433847,7899.1550811653115,1.0113016505367927
Brazil,Bahia,BR-BA,2021-11-01,2021,11,7027.571428571428,15572184.18433847,7027.571428571428,1
Brazil,Bahia,BR-BA,2021-12-01,2021,12,5283.428571428572,15572184.18433847,5283.428571428572,1
Brazil,Ceara,BR-CE,2020-01-01,2020,1,4670.142857142857,9176953.949442582,4638.095408423567,1.0069096139465104
Brazil,Ceara,BR-CE,2020-02-01,2020,2,4847.857142857143,9176953.949442582,4673.788590563087,1.037243565668657
Brazil,Ceara,BR-CE,2020-03-01,2020,3,5553,9176953.949442582,5341.327517188923,1.0396291899588435
Brazil,Ceara,BR-CE,2020-04-01,2020,4,6304.857142857143,9176953.949442582,5405.667968835398,1.1663419172627185
Brazil,Ceara,BR-CE,2020-05-01,2020,5,10199.57142857143,9176953.949442582,5386.473880724338,1.893552564149788
Brazil,Ceara,BR-CE,2020-06-01,2020,6,6629,9176953.949442582,4870.319014563534,1.3611018046615728
Brazil,Ceara,BR-CE,2020-07-01,2020,7,5745.428571428572,9176953.949442582,4796.884425854527,1.1977417134466544
Brazil,Ceara,BR-CE,2020-08-01,2020,8,5259.714285714285,9176953.949442582,4706.439331324028,1.1175570140058746
Brazil,Ceara,BR-CE,2020-09-01,2020,9,5064,9176953.949442582,4565.764225059187,1.109124289030574
Brazil,Ceara,BR-CE,2020-10-01,2020,10,5146.142857142857,9176953.949442582,4766.858298195702,1.0795669884063297
Brazil,Ceara,BR-CE,2020-11-01,2020,11,4800.428571428572,9176953.949442582,4601.7960524518585,1.0431641291166915
Brazil,Ceara,BR-CE,2020-12-01,2020,12,5250.857142857143,9176953.949442582,4719.658095326868,1.112550323943219
Brazil,Ceara,BR-CE,2021-01-01,2021,1,5187.428571428572,9224395.906944105,4776.190260706515,1.086101743916128
Brazil,Ceara,BR-CE,2021-02-01,2021,2,5548,9224395.906944105,4532.451637662565,1.2240615992234094
Brazil,Ceara,BR-CE,2021-03-01,2021,3,9158.142857142857,9224395.906944105,5386.37015028952,1.7002438751170121
Brazil,Ceara,BR-CE,2021-04-01,2021,4,9485.142857142857,9224395.906944105,5458.804280200992,1.737586176435257
Brazil,Ceara,BR-CE,2021-05-01,2021,5,8130.857142857143,9224395.906944105,5510.821036640069,1.4754348016016325
Brazil,Ceara,BR-CE,2021-06-01,2021,6,6390.714285714286,9224395.906944105,4989.255019854801,1.2808954964784045
Brazil,Ceara,BR-CE,2021-07-01,2021,7,5270.428571428572,9224395.906944105,4885.922603300838,1.0786966964781572
Brazil,Ceara,BR-CE,2021-08-01,2021,8,4819.285714285715,9224395.906944105,4758.864590569254,1.0126965419096392
Brazil,Ceara,BR-CE,2021-09-01,2021,9,4606.285714285714,9224395.906944105,4583.567062315079,1.0049565440325772
Brazil,Ceara,BR-CE,2021-10-01,2021,10,4812.142857142857,9224395.906944105,4769.51561661432,1.0089374359903651
Brazil,Ceara,BR-CE,2021-11-01,2021,11,4463.857142857143,9224395.906944105,4463.857142857143,1
Brazil,Ceara,BR-CE,2021-12-01,2021,12,3221.142857142857,9224395.906944105,3221.142857142857,1
Brazil,Distrito Federal,BR-DF,2020-01-01,2020,1,1202.5714285714287,3221327.5222019814,1178.7296867409566,1.02022664067823
Brazil,Distrito Federal,BR-DF,2020-02-01,2020,2,1091,3221327.5222019814,1090.1329655071258,1.0007953474670594
Brazil,Distrito Federal,BR-DF,2020-03-01,2020,3,1277.4285714285713,3221327.5222019814,1233.8325911582997,1.0353337888646177
Brazil,Distrito Federal,BR-DF,2020-04-01,2020,4,1108.4285714285713,3221327.5222019814,1103.8309701700562,1.0041651316032625
Brazil,Distrito Federal,BR-DF,2020-05-01,2020,5,1283.7142857142858,3221327.5222019814,1249.3834395174893,1.0274782305503065
Brazil,Distrito Federal,BR-DF,2020-06-01,2020,6,1734,3221327.5222019814,1251.2150181200514,1.3858529308618213
Brazil,Distrito Federal,BR-DF,2020-07-01,2020,7,2173.5714285714284,3221327.5222019814,1274.8292189513215,1.7049902812546256
Brazil,Distrito Federal,BR-DF,2020-08-01,2020,8,2221.1428571428573,3221327.5222019814,1257.0951545147245,1.7668852267593724
Brazil,Distrito Federal,BR-DF,2020-09-01,2020,9,1689,3221327.5222019814,1203.7037029769724,1.4031692316163886
Brazil,Distrito Federal,BR-DF,2020-10-01,2020,10,1527.7142857142858,3221327.5222019814,1228.5838557647892,1.2434757941396593
Brazil,Distrito Federal,BR-DF,2020-11-01,2020,11,1410.5714285714287,3221327.5222019814,1168.9846032932235,1.2066638214033059
Brazil,Distrito Federal,BR-DF,2020-12-01,2020,12,1412,3221327.5222019814,1195.1540262610765,1.1814376799761157
Brazil,Distrito Federal,BR-DF,2021-01-01,2021,1,1482,3279991.616793198,1198.6053560959522,1.23643699109364
Brazil,Distrito Federal,BR-DF,2021-02-01,2021,2,1363,3279991.616793198,1103.0238630601823,1.2356940277053943
Brazil,Distrito Federal,BR-DF,2021-03-01,2021,3,2642.714285714286,3279991.616793198,1258.2608567307032,2.100291264389136
Brazil,Distrito Federal,BR-DF,2021-04-01,2021,4,2809,3279991.616793198,1249.820242740542,2.2475232068897912
Brazil,Distrito Federal,BR-DF,2021-05-01,2021,5,1989.857142857143,3279991.616793198,1306.4482458361267,1.5231044545385988
Brazil,Distrito Federal,BR-DF,2021-06-01,2021,6,1678.5714285714284,3279991.616793198,1259.4343817066606,1.3327978439788144
Brazil,Distrito Federal,BR-DF,2021-07-01,2021,7,1656.5714285714284,3279991.616793198,1284.2853321724226,1.2898780256014202
Brazil,Distrito Federal,BR-DF,2021-08-01,2021,8,1592.142857142857,3279991.616793198,1265.4617168503573,1.2581517369846522
Brazil,Distrito Federal,BR-DF,2021-09-01,2021,9,1529.857142857143,3279991.616793198,1211.2981373662712,1.262989759221058
Brazil,Distrito Federal,BR-DF,2021-10-01,2021,10,1450.2857142857142,3279991.616793198,1237.3745295702013,1.1720668880985186
Brazil,Distrito Federal,BR-DF,2021-11-01,2021,11,1139.4285714285713,3279991.616793198,1127.096580887665,1.0109413787159163
Brazil,Distrito Federal,BR-DF,2021-12-01,2021,12,714.5714285714286,3279991.616793198,714.5714285714286,1
Brazil,Espirito Santo,BR-ES,2020-01-01,2020,1,2067,4137531.3274909128,1997.6081157151968,1.0347374861660286
Brazil,Espirito Santo,BR-ES,2020-02-01,2020,2,1864.2857142857142,4137531.3274909128,1850.8957815011645,1.0072342986127991
Brazil,Espirito Santo,BR-ES,2020-03-01,2020,3,2168.4285714285716,4137531.3274909128,2018.9500133048246,1.0740377706920368
Brazil,Espirito Santo,BR-ES,2020-04-01,2020,4,2066.857142857143,4137531.3274909128,2028.8674939443913,1.0187245589108902
Brazil,Espirito Santo,BR-ES,2020-05-01,2020,5,2702,4137531.3274909128,2179.309369312458,1.23984232713708
Brazil,Espirito Santo,BR-ES,2020-06-01,2020,6,3018.4285714285716,4137531.3274909128,2167.2860181169717,1.392722763030192
Brazil,Espirito Santo,BR-ES,2020-07-01,2020,7,2904.8571428571427,4137531.3274909128,2236.773901439089,1.2986816150654406
Brazil,Espirito Santo,BR-ES,2020-08-01,2020,8,2588.1428571428573,4137531.3274909128,2177.011750683802,1.1888511195816553
Brazil,Espirito Santo,BR-ES,2020-09-01,2020,9,2268.4285714285716,4137531.3274909128,2031.4579165303714,1.1166505360361756
Brazil,Espirito Santo,BR-ES,2020-10-01,2020,10,2232.714285714286,4137531.3274909128,2047.4934768367527,1.0904622217227706
Brazil,Espirito Santo,BR-ES,2020-11-01,2020,11,2465.1428571428573,4137531.3274909128,1970.1634597789712,1.2512377310151803
Brazil,Espirito Santo,BR-ES,2020-12-01,2020,12,2862,4137531.3274909128,2056.2333062101693,1.3918654032868158
Brazil,Espirito Santo,BR-ES,2021-01-01,2021,1,2869.285714285714,4175821.989127654,2079.036590269739,1.3801035189637747
Brazil,Espirito Santo,BR-ES,2021-02-01,2021,2,2343,4175821.989127654,1891.7957087684226,1.2385058223465977
Brazil,Espirito Santo,BR-ES,2021-03-01,2021,3,3428.5714285714284,4175821.989127654,2101.0916767137896,1.63180477395155
Brazil,Espirito Santo,BR-ES,2021-04-01,2021,4,4078.285714285714,4175821.989127654,2062.9167412596134,1.9769511937721345
Brazil,Espirito Santo,BR-ES,2021-05-01,2021,5,3245,4175821.989127654,2204.289865033761,1.4721294379087022
Brazil,Espirito Santo,BR-ES,2021-06-01,2021,6,2611.5714285714284,4175821.989127654,2200.645616513256,1.1867296619567722
Brazil,Espirito Santo,BR-ES,2021-07-01,2021,7,2572.1428571428573,4175821.989127654,2284.6075051789853,1.125857658837265
Brazil,Espirito Santo,BR-ES,2021-08-01,2021,8,2404.8571428571427,4175821.989127654,2232.462156411173,1.0772219076372187
Brazil,Espirito Santo,BR-ES,2021-09-01,2021,9,2229.714285714286,4175821.989127654,2083.737098512528,1.0700554725958296
Brazil,Espirito Santo,BR-ES,2021-10-01,2021,10,2359.8571428571427,4175821.989127654,2093.1656429752434,1.1274106044960788
Brazil,Espirito Santo,BR-ES,2021-11-01,2021,11,1798.142857142857,4175821.989127654,1798.142857142857,1
Brazil,Espirito Santo,BR-ES,2021-12-01,2021,12,803.8571428571429,4175821.989127654,803.8571428571429,1
Brazil,Goias,BR-GO,2020-01-01,2020,1,3269.142857142857,7015288.19477088,3225.2989324237305,1.013593755381359
Brazil,Goias,BR-GO,2020-02-01,2020,2,3026,7015288.19477088,2973.2469277230007,1.017742580269779
Brazil,Goias,BR-GO,2020-03-01,2020,3,3369.714285714286,7015288.19477088,3295.1246703758293,1.022636356071453
Brazil,Goias,BR-GO,2020-04-01,2020,4,3043.285714285714,7015288.19477088,3043.285714285714,1
Brazil,Goias,BR-GO,2020-05-01,2020,5,3420.4285714285716,7015288.19477088,3397.966386426914,1.0066104788709453
Brazil,Goias,BR-GO,2020-06-01,2020,6,3686,7015288.19477088,3369.98739969887,1.0937726355681234
Brazil,Goias,BR-GO,2020-07-01,2020,7,5047.285714285715,7015288.19477088,3454.5055129525176,1.4610732839652845
Brazil,Goias,BR-GO,2020-08-01,2020,8,5238,7015288.19477088,3330.3996308510223,1.5727842242948862
Brazil,Goias,BR-GO,2020-09-01,2020,9,4708.285714285715,7015288.19477088,3308.6971469932173,1.4230029238440198
Brazil,Goias,BR-GO,2020-10-01,2020,10,4680.857142857143,7015288.19477088,3469.869260639479,1.349001011638832
Brazil,Goias,BR-GO,2020-11-01,2020,11,3456.4285714285716,7015288.19477088,3161.423117720512,1.0933141318713353
Brazil,Goias,BR-GO,2020-12-01,2020,12,3575.8571428571427,7015288.19477088,3280.8474153402244,1.0899187588357644
Brazil,Goias,BR-GO,2021-01-01,2021,1,4040.285714285714,7090682.771899236,3337.0612689287773,1.2107316553953107
Brazil,Goias,BR-GO,2021-02-01,2021,2,4295,7090682.771899236,2950.874624630463,1.4555006722923245
Brazil,Goias,BR-GO,2021-03-01,2021,3,7712,7090682.771899236,3384.1602920319174,2.2788518670814972
Brazil,Goias,BR-GO,2021-04-01,2021,4,6233,7090682.771899236,3515.3324499032765,1.773089768557025
Brazil,Goias,BR-GO,2021-05-01,2021,5,5070.714285714286,7090682.771899236,3594.317487355756,1.4107585942400087
Brazil,Goias,BR-GO,2021-06-01,2021,6,5285.142857142857,7090682.771899236,3418.682980597233,1.5459587470200467
Brazil,Goias,BR-GO,2021-07-01,2021,7,5551.142857142857,7090682.771899236,3547.411618993583,1.5648431739414952
Brazil,Goias,BR-GO,2021-08-01,2021,8,5108,7090682.771899236,3401.338718307017,1.501761636530706
Brazil,Goias,BR-GO,2021-09-01,2021,9,4281,7090682.771899236,3344.386895505553,1.280055248916667
Brazil,Goias,BR-GO,2021-10-01,2021,10,3766,7090682.771899236,3544.692414709153,1.0624335088631394
Brazil,Goias,BR-GO,2021-11-01,2021,11,3442,7090682.771899236,3259.8341118892913,1.05588195038708
Brazil,Goias,BR-GO,2021-12-01,2021,12,2770,7090682.771899236,2742.2022332896945,1.0101370228544222
Brazil,Maranhao,BR-MA,2020-01-01,2020,1,2854.285714285714,7120114.506524686,2814.6952658457662,1.0140656251212516
Brazil,Maranhao,BR-MA,2020-02-01,2020,2,2852,7120114.506524686,2789.922911819806,1.0222504671785726
Brazil,Maranhao,BR-MA,2020-03-01,2020,3,3335.8571428571427,7120114.506524686,3152.7017962238956,1.058094725880075
Brazil,Maranhao,BR-MA,2020-04-01,2020,4,3801.5714285714284,7120114.506524686,3102.589507293329,1.2252898488939599
Brazil,Maranhao,BR-MA,2020-05-01,2020,5,5986.571428571428,7120114.506524686,3147.71374400499,1.9018792417109762
Brazil,Maranhao,BR-MA,2020-06-01,2020,6,4359.285714285715,7120114.506524686,2933.2081913205243,1.48618353350608
Brazil,Maranhao,BR-MA,2020-07-01,2020,7,3690.4285714285716,7120114.506524686,2937.1638620461777,1.2564598860540357
Brazil,Maranhao,BR-MA,2020-08-01,2020,8,3502.285714285714,7120114.506524686,2887.6023965892973,1.2128697906687058
Brazil,Maranhao,BR-MA,2020-09-01,2020,9,3050.1428571428573,7120114.506524686,2772.8470585196374,1.1000040004987732
Brazil,Maranhao,BR-MA,2020-10-01,2020,10,3039,7120114.506524686,2833.1665084145575,1.0726513923463776
Brazil,Maranhao,BR-MA,2020-11-01,2020,11,2897.1428571428573,7120114.506524686,2718.35126918536,1.0657720692628065
Brazil,Maranhao,BR-MA,2020-12-01,2020,12,3044.714285714286,7120114.506524686,2831.543998472346,1.0752841161419169
Brazil,Maranhao,BR-MA,2021-01-01,2021,1,3224,7154817.165235923,2897.0609649926582,1.1128519692743748
