Country,Region,Date,new_Cases,new_Deaths,Period,IsoCode
Mexico,Puebla,2020-08-30,28772,4430,2020_Q2,MX-PUE
Mexico,Puebla,2020-12-31,22665,2189,2020_Q3,MX-PUE
Mexico,Puebla,2021-04-30,31705,5155,2021_Q1,MX-PUE
Mexico,Queretaro,2020-08-30,7299,773,2020_Q2,MX-QUE
Mexico,Queretaro,2020-12-31,28748,1509,2020_Q3,MX-QUE
Mexico,Queretaro,2021-04-30,31345,2144,2021_Q1,MX-QUE
Mexico,Quintana Roo,2020-04-30,1105,187,2020_Q1,MX-ROO
Mexico,Quintana Roo,2020-08-30,9894,1405,2020_Q2,MX-ROO
Mexico,Quintana Roo,2020-12-31,5369,510,2020_Q3,MX-ROO
Mexico,Quintana Roo,2021-04-30,7418,541,2021_Q1,MX-ROO
Mexico,San Luis Potosi,2020-08-30,20408,1561,2020_Q2,MX-SLP
Mexico,San Luis Potosi,2020-12-31,22650,1918,2020_Q3,MX-SLP
Mexico,San Luis Potosi,2021-04-30,20318,1888,2021_Q1,MX-SLP
Mexico,Sinaloa,2020-04-30,1554,206,2020_Q1,MX-SIN
Mexico,Sinaloa,2020-08-30,16500,3169,2020_Q2,MX-SIN
Mexico,Sinaloa,2020-12-31,10093,1342,2020_Q3,MX-SIN
Mexico,Sinaloa,2021-04-30,10196,1550,2021_Q1,MX-SIN
Mexico,Sonora,2020-08-30,31974,3444,2020_Q2,MX-SON
Mexico,Sonora,2020-12-31,25838,1729,2020_Q3,MX-SON
Mexico,Sonora,2021-04-30,16110,1491,2021_Q1,MX-SON
Mexico,Tabasco,2020-04-30,1565,162,2020_Q1,MX-TAB
Mexico,Tabasco,2020-08-30,27891,2685,2020_Q2,MX-TAB
Mexico,Tabasco,2020-12-31,16076,521,2020_Q3,MX-TAB
Mexico,Tabasco,2021-04-30,19319,727,2021_Q1,MX-TAB
Mexico,Tamaulipas,2020-08-30,26342,2432,2020_Q2,MX-TAM
Mexico,Tamaulipas,2020-12-31,16660,1260,2020_Q3,MX-TAM
Mexico,Tamaulipas,2021-04-30,14092,1268,2021_Q1,MX-TAM
Mexico,Tlaxcala,2020-08-30,7080,1114,2020_Q2,MX-TLA
Mexico,Tlaxcala,2020-12-31,5273,412,2020_Q3,MX-TLA
Mexico,Tlaxcala,2021-04-30,7387,1045,2021_Q1,MX-TLA
Mexico,Veracruz de Ignacio de la Llave,2020-04-30,1284,93,2020_Q1,MX-VER
Mexico,Veracruz de Ignacio de la Llave,2020-08-30,29705,5140,2020_Q2,MX-VER
Mexico,Veracruz de Ignacio de la Llave,2020-12-31,14616,2054,2020_Q3,MX-VER
Mexico,Veracruz de Ignacio de la Llave,2021-04-30,14851,2783,2021_Q1,MX-VER
Mexico,Yucatan,2020-08-30,15747,1977,2020_Q2,MX-YUC
Mexico,Yucatan,2020-12-31,11349,845,2020_Q3,MX-YUC
Mexico,Yucatan,2021-04-30,10387,1029,2021_Q1,MX-YUC
Mexico,Zacatecas,2020-08-30,5803,564,2020_Q2,MX-ZAC
Mexico,Zacatecas,2020-12-31,16065,1395,2020_Q3,MX-ZAC
Mexico,Zacatecas,2021-04-30,8402,898,2021_Q1,MX-ZAC
Peru,All,2020-04-30,47815,5189,2020_Q1,PE
Peru,All,2020-08-30,633643,68697,2020_Q2,PE
Peru,All,2020-12-31,340758,19675,2020_Q3,PE
Peru,All,2021-04-30,803493,74505,2021_Q1,PE
Peru,Amazonas,2020-08-30,11774,422,2020_Q2,PE-AMA
Peru,Amazonas,2020-12-31,6787,153,2020_Q3,PE-AMA
Peru,Amazonas,2021-04-30,8054,367,2021_Q1,PE-AMA
Peru,Ancash,2020-04-30,958,127,2020_Q1,PE-ANC
Peru,Ancash,2020-08-30,17897,2156,2020_Q2,PE-ANC
Peru,Ancash,2020-12-31,12217,604,2020_Q3,PE-ANC
Peru,Ancash,2021-04-30,32067,2519,2021_Q1,PE-ANC
Peru,Apurimac,2020-08-30,2989,150,2020_Q2,PE-APU
Peru,Apurimac,2020-12-31,4690,211,2020_Q3,PE-APU
Peru,Apurimac,2021-04-30,12141,682,2021_Q1,PE-APU
Peru,Arequipa,2020-08-30,33709,3408,2020_Q2,PE-ARE
Peru,Arequipa,2020-12-31,14856,848,2020_Q3,PE-ARE
Peru,Arequipa,2021-04-30,24760,2165,2021_Q1,PE-ARE
Peru,Ayacucho,2020-08-30,8717,563,2020_Q2,PE-AYA
Peru,Ayacucho,2020-12-31,6658,271,2020_Q3,PE-AYA
Peru,Ayacucho,2021-04-30,11049,803,2021_Q1,PE-AYA
Peru,Cajamarca,2020-08-30,16706,1155,2020_Q2,PE-CAJ
Peru,Cajamarca,2020-12-31,8764,454,2020_Q3,PE-CAJ
Peru,Cajamarca,2021-04-30,26982,1589,2021_Q1,PE-CAJ
Peru,Callao,2020-04-30,4274,381,2020_Q1,PE-CUS
Peru,Callao,2020-08-30,24424,3938,2020_Q2,PE-CUS
Peru,Callao,2020-12-31,14992,889,2020_Q3,PE-CUS
Peru,Callao,2021-04-30,48582,3743,2021_Q1,PE-CUS
Peru,Cusco,2020-08-30,15581,1064,2020_Q2,PE-CAL
Peru,Cusco,2020-12-31,9927,533,2020_Q3,PE-CAL
Peru,Cusco,2021-04-30,29559,1961,2021_Q1,PE-CAL
Peru,Huancavelica,2020-08-30,4897,272,2020_Q2,PE-HUV
Peru,Huancavelica,2020-12-31,3026,120,2020_Q3,PE-HUV
Peru,Huancavelica,2021-04-30,5375,533,2021_Q1,PE-HUV
Peru,Huanuco,2020-08-30,13841,766,2020_Q2,PE-HUC
Peru,Huanuco,2020-12-31,6829,313,2020_Q3,PE-HUC
Peru,Huanuco,2021-04-30,9398,1112,2021_Q1,PE-HUC
Peru,Ica,2020-04-30,713,111,2020_Q1,PE-ICA
Peru,Ica,2020-08-30,22199,2788,2020_Q2,PE-ICA
Peru,Ica,2020-12-31,9316,795,2020_Q3,PE-ICA
Peru,Ica,2021-04-30,17625,3118,2021_Q1,PE-ICA
Peru,Junin,2020-08-30,15734,1803,2020_Q2,PE-JUN
Peru,Junin,2020-12-31,12786,610,2020_Q3,PE-JUN
Peru,Junin,2021-04-30,34282,2801,2021_Q1,PE-JUN
Peru,La Libertad,2020-08-30,23961,3949,2020_Q2,PE-LAL
Peru,La Libertad,2020-12-31,13779,912,2020_Q3,PE-LAL
Peru,La Libertad,2021-04-30,31206,3572,2021_Q1,PE-LAL
Peru,Lambayeque,2020-04-30,3144,568,2020_Q1,PE-LAM
Peru,Lambayeque,2020-08-30,19791,2776,2020_Q2,PE-LAM
Peru,Lambayeque,2020-12-31,10643,1263,2020_Q3,PE-LAM
Peru,Lambayeque,2021-04-30,18114,2497,2021_Q1,PE-LAM
Peru,Lima,2020-04-30,27889,1648,2020_Q1,PE-LIM
Peru,Lima,2020-08-30,263599,11284,2020_Q2,PE-LIM
Peru,Lima,2020-12-31,128122,3960,2020_Q3,PE-LIM
Peru,Lima,2021-04-30,355602,10287,2021_Q1,PE-LIM
Peru,Loreto,2020-04-30,1554,467,2020_Q1,PE-LOR
Peru,Loreto,2020-08-30,17295,2134,2020_Q2,PE-LOR
Peru,Loreto,2020-12-31,7662,146,2020_Q3,PE-LOR
Peru,Loreto,2021-04-30,12607,1144,2021_Q1,PE-LOR
Peru,Madre De Dios,2020-08-30,6558,389,2020_Q2,PE-MDD
Peru,Madre De Dios,2020-12-31,3057,63,2020_Q3,PE-MDD
Peru,Madre De Dios,2021-04-30,3139,247,2021_Q1,PE-MDD
Peru,Moquegua,2020-08-30,9169,697,2020_Q2,PE-MOQ
Peru,Moquegua,2020-12-31,6986,186,2020_Q3,PE-MOQ
Peru,Moquegua,2021-04-30,7097,326,2021_Q1,PE-MOQ
Peru,Pasco,2020-08-30,4057,205,2020_Q2,PE-PAS
Peru,Pasco,2020-12-31,2603,132,2020_Q3,PE-PAS
Peru,Pasco,2021-04-30,6408,450,2021_Q1,PE-PAS
Peru,Piura,2020-04-30,1942,385,2020_Q1,PE-PIU
Peru,Piura,2020-08-30,28363,4415,2020_Q2,PE-PIU
Peru,Piura,2020-12-31,13415,1524,2020_Q3,PE-PIU
Peru,Piura,2021-04-30,28802,3725,2021_Q1,PE-PIU
Peru,Puno,2020-08-30,9566,1040,2020_Q2,PE-PUN
Peru,Puno,2020-12-31,9902,492,2020_Q3,PE-PUN
Peru,Puno,2021-04-30,9682,1327,2021_Q1,PE-PUN
Peru,San Martin,2020-08-30,14718,1336,2020_Q2,PE-SAM
Peru,San Martin,2020-12-31,11297,262,2020_Q3,PE-SAM
Peru,San Martin,2021-04-30,15057,839,2021_Q1,PE-SAM
Peru,Tacna,2020-08-30,8771,575,2020_Q2,PE-TAC
Peru,Tacna,2020-12-31,6043,222,2020_Q3,PE-TAC
Peru,Tacna,2021-04-30,8697,771,2021_Q1,PE-TAC
Peru,Tumbes,2020-08-30,6267,603,2020_Q2,PE-TUM
Peru,Tumbes,2020-12-31,3266,163,2020_Q3,PE-TUM
Peru,Tumbes,2021-04-30,6072,579,2021_Q1,PE-TUM
Peru,Ucayali,2020-04-30,760,231,2020_Q1,PE-UCA
Peru,Ucayali,2020-08-30,13640,1135,2020_Q2,PE-UCA
Peru,Ucayali,2020-12-31,6209,212,2020_Q3,PE-UCA
Peru,Ucayali,2021-04-30,9778,1160,2021_Q1,PE-UCA
