"","state","state_iso","date","dts","bsn","exposure","excess","pscore"
"501","Ceará","CE",2020-04-26,1558,1277.24085983545,176343.640527252,280.759140164554,1.21981691080626
"502","Ceará","CE",2020-05-03,2043,1264.9227721004,176361.888297358,778.077227899603,1.61511836537468
"503","Ceará","CE",2020-05-10,2469,1243.37295818434,176380.112006317,1225.62704181566,1.98572759987108
"504","Ceará","CE",2020-05-17,2553,1216.84705549305,176398.311374513,1336.15294450695,2.09804509817017
"505","Ceará","CE",2020-05-24,2363,1189.37475633236,176416.486122332,1173.62524366764,1.98675815794739
"506","Ceará","CE",2020-05-31,1939,1164.65763073843,176434.635970158,774.342369261573,1.66486695216226
"507","Ceará","CE",2020-06-07,1772,1144.82916993014,176452.760638376,627.170830069857,1.54782918407654
"508","Ceará","CE",2020-06-14,1568,1129.10681091949,176470.859847371,438.893189080508,1.38870830007933
"509","Ceará","CE",2020-06-21,1474,1116.41242785243,176488.933317528,357.587572147575,1.320300601486
"510","Ceará","CE",2020-06-28,1419,1105.73983765324,176506.980769231,313.26016234676,1.28330367748313
"511","Ceará","CE",2020-07-05,1386,1096.13305490199,176525.002031985,289.866945098012,1.26444503593948
"512","Ceará","CE",2020-07-12,1343,1086.88848052268,176542.997371776,256.111519477323,1.23563734832681
"513","Ceará","CE",2020-07-19,1264,1078.18051355698,176560.967163709,185.819486443023,1.17234543205571
"514","Ceará","CE",2020-07-26,1257,1070.39024840951,176578.911782891,186.609751590493,1.17433805275018
"515","Ceará","CE",2020-08-02,1248,1063.88913665912,176596.831604426,184.110863340876,1.17305455709326
"516","Ceará","CE",2020-08-09,1191,1059.04292116004,176614.72700342,131.957078839962,1.12460031241739
"517","Ceará","CE",2020-08-16,1221,1056.14204423047,176632.59835498,164.857955769526,1.15609449190108
"518","Ceará","CE",2020-08-23,1171,1054.93070311403,176650.44603421,116.069296885971,1.11002551783103
"519","Ceará","CE",2020-08-30,1150,1054.91556086645,176668.270416216,95.084439133547,1.09013464457331
"520","Ceará","CE",2020-09-06,1191,1055.60754383274,176686.071876105,135.392456167256,1.12826022034256
"521","Ceará","CE",2020-09-13,1204,1056.51859966518,176703.850788981,147.481400334819,1.13959186367524
"522","Ceará","CE",2020-09-20,1153,1057.20336897059,176721.607529951,95.7966310294096,1.09061324797204
"523","Ceará","CE",2020-09-27,1189,1057.87131249451,176739.342474119,131.128687505493,1.12395523534548
"524","Ceará","CE",2020-10-04,1160,1059.23801971602,176757.055996592,100.761980283981,1.09512685384065
"525","Ceará","CE",2020-10-11,1148,1062.03674366717,176774.748472476,85.9632563328337,1.08094188534006
"526","Ceará","CE",2020-10-18,1142,1067.01279498277,176792.420276875,74.9872050172264,1.07027769992059
"527","Ceará","CE",2020-10-25,1163,1074.88674742396,176810.071784896,88.1132525760388,1.08197445245949
"528","Ceará","CE",2020-11-01,1202,1084.48155857401,176827.703371644,117.518441425991,1.1083637065996
"529","Ceará","CE",2020-11-08,1111,1092.05368711416,176845.315412225,18.9463128858356,1.01734925041634
"530","Ceará","CE",2020-11-15,1143,1093.59573899767,176862.908281744,49.4042610023296,1.04517598161786
"531","Ceará","CE",2020-11-22,1092,1085.14875742753,176880.482355308,6.85124257247321,1.00631364365999
"532","Ceará","CE",2020-11-29,1114,1063.10700531234,176898.038008022,50.8929946876563,1.04787193992076
"533","Ceará","CE",2020-12-06,1181,1028.07963852907,176915.575614991,152.920361470927,1.14874369235609
"534","Ceará","CE",2020-12-13,1207,988.616867325248,176933.095551321,218.383132674752,1.22089763981632
"535","Ceará","CE",2020-12-20,1201,953.266455769636,176950.598192118,247.733544230364,1.25987859189942
"536","Ceará","CE",2020-12-27,1138,929.435379583572,176968.083912488,208.564620416428,1.22439926970488
"537","Ceará","CE",2021-01-03,668,924.009082978033,176985.553087535,-256.009082978033,0.722936616431379
"538","Ceará","CE",2021-01-03,538,924.078253738971,176985.553087535,-386.078253738971,0.58220177546995
"539","Ceará","CE",2021-01-10,1165,924.23856225505,177003.006092367,240.76143774495,1.2604970703208
"540","Ceará","CE",2021-01-17,1146,942.092209167011,177020.443302088,203.907790832989,1.216441436251
"541","Ceará","CE",2021-01-24,1124,978.862610251171,177037.865091804,145.137389748829,1.14827146141744
"542","Ceará","CE",2021-01-31,1215,1027.785198681,177055.271836621,187.214801318999,1.18215362661309
"543","Ceará","CE",2021-02-07,1292,1081.10670434548,177072.663911644,210.893295654521,1.19507167498531
"544","Ceará","CE",2021-02-14,1291,1129.41521955136,177090.041691979,161.584780448645,1.14306942004273
"545","Ceará","CE",2021-02-21,1398,1163.03244515974,177107.405552732,234.96755484026,1.20203009453273
"546","Ceará","CE",2021-02-28,1531,1181.73407006618,177124.755869008,349.26592993382,1.29555374494218
"547","Ceará","CE",2021-03-07,1761,1190.5110711574,177142.093015913,570.488928842603,1.47919665987481
"548","Ceará","CE",2021-03-14,1917,1194.91421387059,177159.417368553,722.085786129407,1.60429926914202
"549","Ceará","CE",2021-03-21,2156,1200.69713471177,177176.729302034,955.302865288232,1.79562350710328
"550","Ceará","CE",2021-03-28,2314,1213.36751824883,177194.02919146,1100.63248175117,1.90708912608741
"551","Ceará","CE",2021-04-04,2318,1232.99012167007,177211.317411938,1085.00987832993,1.8799826205098
"552","Ceará","CE",2021-04-11,2281,1255.23331087605,177228.594338573,1025.76668912395,1.81719205524274
"553","Ceará","CE",2021-04-18,2218,1275.36993770414,177245.860346471,942.630062295859,1.73910324716665
"554","Ceará","CE",2021-04-25,2190,1288.38005228864,177263.115810738,901.619947711362,1.69980899355726
"555","Ceará","CE",2021-05-02,2024,1289.22630543373,177280.361106479,734.77369456627,1.56993383665025
"556","Ceará","CE",2021-05-09,1857,1276.78463878407,177297.5966088,580.215361215929,1.45443479157808
"557","Ceará","CE",2021-05-16,1865,1255.02499508901,177314.822692807,609.975004910994,1.48602618059231
"558","Ceará","CE",2021-05-23,1779,1228.24303803107,177332.039733604,550.756961968927,1.4484104081321
"559","Ceará","CE",2021-05-30,1784,1200.50626327559,177349.248106299,583.49373672441,1.4860397272167
"560","Ceará","CE",2021-06-06,1561,1175.55087610807,177366.448185996,385.449123891929,1.32788808355794
"561","Ceará","CE",2021-06-13,1637,1155.53025806491,177383.640347801,481.469741935091,1.41666562911245
"562","Ceará","CE",2021-06-20,1505,1139.65444819833,177400.824966821,365.345551801673,1.32057572572041
"563","Ceará","CE",2021-06-27,1308,1126.83518377949,177418.002418159,181.164816220515,1.16077312709821
"564","Ceará","CE",2021-07-04,1323,1116.0568424001,177435.173076923,206.943157599895,1.18542349254798
"565","Ceará","CE",2021-07-11,1243,1106.35449022431,177452.337296807,136.645509775689,1.12350969872955
"566","Ceará","CE",2021-07-18,1109,1097.01795020764,177469.495345863,11.9820497923567,1.01092238261925
"567","Ceará","CE",2021-07-25,1127,1088.2232360673,177486.647470733,38.7767639327014,1.03563309682013
"568","Ceará","CE",2021-08-01,1132,1080.35497783669,177503.793918058,51.6450221633083,1.04780375267648
"569","Ceará","CE",2021-08-08,1110,1073.7880658282,177520.93493448,36.2119341717971,1.03372353942476
"570","Ceará","CE",2021-08-15,1050,1068.89162197303,177538.070766639,-18.8916219730304,0.982325970580479
"571","Ceará","CE",2021-08-22,1046,1065.9587617,177555.201661178,-19.9587616999977,0.981276234675188
"572","Ceará","CE",2021-08-29,1036,1064.73127633703,177572.327864738,-28.731276337033,0.97301546692995
"573","Ceará","CE",2021-09-05,1008,1064.71122325748,177589.449623961,-56.7112232574771,0.946735582363855
"574","Ceará","CE",2021-09-12,918,1065.40497250715,177606.567185487,-147.404972507154,0.86164418572191
"575","Ceará","CE",2021-09-19,793,1066.31993411262,177623.680795958,-273.319934112622,0.743679241690182
"576","Ceará","CE",2021-09-26,657,1067.00661559042,177640.790702017,-410.006615590417,0.615741261956896
"577","Ceará","CE",2021-10-03,448,1067.67642136906,177657.897150303,-619.676421369062,0.419602785107437
"578","Ceará","CE",2021-10-10,203,1069.05157026746,177675.000387459,-866.05157026746,0.189887939596041
"579","Ceará","CE",2021-10-17,97,1071.87209710299,177692.100660126,-974.872097102987,0.0904958719068886
"580","Ceará","CE",2021-10-24,20,1076.89019525238,177709.198214945,-1056.89019525238,0.0185719956297984
"581","Distrito Federal","DF",2020-01-05,79,237.512339407301,61425.2039040882,-158.512339407301,0.332614297838758
"582","Distrito Federal","DF",2020-01-05,204,237.44225262973,61425.2039040882,-33.4422526297297,0.859156269537756
"583","Distrito Federal","DF",2020-01-12,254,240.172705321026,61447.6423261516,13.827294678974,1.05757229848617
"584","Distrito Federal","DF",2020-01-19,268,245.834287874509,61470.0689454156,22.1657121254907,1.09016525854524
"585","Distrito Federal","DF",2020-01-26,282,253.370806224567,61492.4833569635,28.6291937754333,1.11299326154434
"586","Distrito Federal","DF",2020-02-02,275,261.642416900988,61514.8851558789,13.3575830990124,1.05105281955895
"587","Distrito Federal","DF",2020-02-09,264,269.363870491822,61537.273937245,-5.3638704918219,0.980086897021385
"588","Distrito Federal","DF",2020-02-16,262,275.263629578273,61559.6492961453,-13.2636295782726,0.951814812590412
"589","Distrito Federal","DF",2020-02-23,249,279.210175482638,61582.0108276632,-30.2101754826377,0.891801309066129
"590","Distrito Federal","DF",2020-03-01,277,281.663753688914,61604.3581268822,-4.6637536889142,0.983442123355122
"591","Distrito Federal","DF",2020-03-08,273,283.136848978668,61626.6907888856,-10.1368489786684,0.96419805823497
"592","Distrito Federal","DF",2020-03-15,327,284.168500549048,61649.0084087569,42.8314994509518,1.15072571156971
"593","Distrito Federal","DF",2020-03-22,284,285.2856590561,61671.3105815795,-1.28565905610043,0.995493432581385
"594","Distrito Federal","DF",2020-03-29,275,286.648390676179,61693.5969024367,-11.6483906761791,0.959363488318558
"595","Distrito Federal","DF",2020-04-05,276,288.129363765877,61715.8669664121,-12.1293637658773,0.957903062682174
"596","Distrito Federal","DF",2020-04-12,295,289.591352220174,61738.120368589,5.40864777982614,1.01867682766892
"597","Distrito Federal","DF",2020-04-19,229,290.894375716271,61760.3567040509,-61.8943757162712,0.787227320693746
"598","Distrito Federal","DF",2020-04-26,241,291.898166106598,61782.5755678811,-50.8981661065984,0.825630401226944
"599","Distrito Federal","DF",2020-05-03,256,292.540554160739,61804.776555163,-36.5405541607394,0.875092346544671
"600","Distrito Federal","DF",2020-05-10,268,292.863170101159,61826.9592609802,-24.8631701011586,0.915103117634865
"601","Distrito Federal","DF",2020-05-17,292,292.915881991025,61849.1232804159,-0.915881991025117,0.996873225224936
"602","Distrito Federal","DF",2020-05-24,286,292.749443083437,61871.2682085537,-6.74944308343726,0.976944642448001
"603","Distrito Federal","DF",2020-05-31,328,292.414980316952,61893.3936404769,35.5850196830485,1.1216935590799
"604","Distrito Federal","DF",2020-06-07,377,291.945241570087,61915.499171269,85.0547584299127,1.29133805357637
"605","Distrito Federal","DF",2020-06-14,397,291.331790498443,61937.5843960133,105.668209501557,1.3627074454208
"606","Distrito Federal","DF",2020-06-21,421,290.560911455836,61959.6489097932,130.439088544164,1.44892166634048
"607","Distrito Federal","DF",2020-06-28,413,289.619283921374,61981.6923076923,123.380716078626,1.42601001704058
"608","Distrito Federal","DF",2020-07-05,441,288.494061937624,62003.7143288294,152.505938062376,1.5286276502126
"609","Distrito Federal","DF",2020-07-12,473,287.188988930419,62025.7152884652,185.811011069581,1.64699907806911
"610","Distrito Federal","DF",2020-07-19,510,285.771913309917,62047.6956458961,224.228086690083,1.78464004419815
"611","Distrito Federal","DF",2020-07-26,517,284.325453884238,62069.6558604183,232.674546115762,1.8183387837323
"612","Distrito Federal","DF",2020-08-02,502,282.930631815355,62091.5963913281,219.069368184645,1.77428649835134
"613","Distrito Federal","DF",2020-08-09,544,281.666901566179,62113.5176979218,262.333098433821,1.93135933606379
"614","Distrito Federal","DF",2020-08-16,571,280.607020647379,62135.4202394957,290.392979352621,2.0348742475604
"615","Distrito Federal","DF",2020-08-23,502,279.783270201269,62157.304475346,222.216729798731,1.79424595201448
"616","Distrito Federal","DF",2020-08-30,398,279.210307719653,62179.170864769,118.789692280347,1.42544880685286
"617","Distrito Federal","DF",2020-09-06,439,278.903215121437,62201.0198670611,160.096784878563,1.57402272974464
"618","Distrito Federal","DF",2020-09-13,389,278.877730048127,62222.8519415184,110.122269951873,1.39487652862374
"619","Distrito Federal","DF",2020-09-20,396,279.143423830367,62244.6675474372,116.856576169633,1.41862557450268
"620","Distrito Federal","DF",2020-09-27,358,279.606150548897,62266.4671441138,78.3938494511027,1.28037240703471
"621","Distrito Federal","DF",2020-10-04,396,280.091025160189,62288.2511908446,115.908974839811,1.41382609376192
"622","Distrito Federal","DF",2020-10-11,398,280.420010467443,62310.0201469257,117.579989532557,1.41929956901634
"623","Distrito Federal","DF",2020-10-18,317,280.414409465279,62331.7744716535,36.5855905347212,1.13046972373669
"624","Distrito Federal","DF",2020-10-25,319,279.896039463348,62353.5146243242,39.1039605366516,1.13970887409349
"625","Distrito Federal","DF",2020-11-01,312,278.675379665057,62375.2410642341,33.324620334943,1.11958221919352
"626","Distrito Federal","DF",2020-11-08,341,276.551470754492,62396.9542506795,64.4485292455084,1.23304352375953
"627","Distrito Federal","DF",2020-11-15,334,273.336071110165,62418.6546429566,60.6639288898349,1.2219389802577
"628","Distrito Federal","DF",2020-11-22,337,268.862113606617,62440.3427003618,68.1378863933825,1.25343059860445
"629","Distrito Federal","DF",2020-11-29,314,262.993516499748,62462.0188821913,51.0064835002522,1.19394578307143
"630","Distrito Federal","DF",2020-12-06,280,256.006842983413,62483.6836477413,23.9931570165869,1.09372076440215
"631","Distrito Federal","DF",2020-12-13,318,248.988501843724,62505.3374563082,69.011498156276,1.27716740992157
"632","Distrito Federal","DF",2020-12-20,324,243.024835505861,62526.9807671883,80.9751644941389,1.33319707562228
"633","Distrito Federal","DF",2020-12-27,354,239.104710997337,62548.6140396778,114.895289002663,1.48052289945865
"634","Distrito Federal","DF",2021-01-03,177,238.184874535205,62570.237733073,-61.1848745352048,0.743120235260105
"635","Distrito Federal","DF",2021-01-03,129,238.114589301335,62570.237733073,-109.114589301335,0.541755968748098
"636","Distrito Federal","DF",2021-01-10,338,238.126556021218,62591.8523066701,99.8734439787821,1.4194132970616
"637","Distrito Federal","DF",2021-01-17,338,240.860035949137,62613.4582197655,97.1399640508633,1.40330461493154
"638","Distrito Federal","DF",2021-01-24,346,246.532883591738,62635.0559316554,99.4671164082621,1.4034638907359
"639","Distrito Federal","DF",2021-01-31,324,254.085752788523,62656.6459016361,69.9142472114769,1.27516004515872
"640","Distrito Federal","DF",2021-02-07,328,262.375499603583,62678.2285890038,65.6245003964175,1.25011672391503
"641","Distrito Federal","DF",2021-02-14,333,270.113261410979,62699.8044530549,62.886738589021,1.23281618333184
"642","Distrito Federal","DF",2021-02-21,348,276.024027424458,62721.3739530857,71.9759725755421,1.26075980865557
"643","Distrito Federal","DF",2021-02-28,352,279.976031734666,62742.9375483923,72.0239682653342,1.25725047897526
"644","Distrito Federal","DF",2021-03-07,421,282.430893179886,62764.4956982711,138.569106820114,1.49063013348138
"645","Distrito Federal","DF",2021-03-14,541,283.902574187315,62786.0488620184,257.097425812685,1.90558328521197
"646","Distrito Federal","DF",2021-03-21,616,284.931622546994,62807.5974989304,331.068377453006,2.16192219906515
"647","Distrito Federal","DF",2021-03-28,745,286.046423733439,62829.1420683034,458.953576266561,2.60447234500037
"648","Distrito Federal","DF",2021-04-04,738,287.407467567296,62850.6830294337,450.592532432704,2.56778296766836
"649","Distrito Federal","DF",2021-04-11,705,288.887078684397,62872.2208416176,416.112921315603,2.4403999071561
"650","Distrito Federal","DF",2021-04-18,706,290.347671045522,62893.7559641513,415.652328954478,2.43156763564778
"651","Distrito Federal","DF",2021-04-25,608,291.64890729278,62915.2888563311,316.35109270722,2.0846983643578
"652","Distrito Federal","DF",2021-05-02,501,292.650171386702,62936.8199774533,208.349828613298,1.71194159096524
"653","Distrito Federal","DF",2021-05-09,491,293.289155565011,62958.3497868141,197.710844434989,1.67411576829053
"654","Distrito Federal","DF",2021-05-16,447,293.607619135029,62979.8787437099,153.392380864971,1.52244005559824
"655","Distrito Federal","DF",2021-05-23,413,293.655576647687,63001.407307437,119.344423352313,1.40640952477295
"656","Distrito Federal","DF",2021-05-30,426,293.483926210729,63022.9359372915,132.516073789271,1.45152753508593
"657","Distrito Federal","DF",2021-06-06,410,293.143936762452,63044.4650925698,116.856063237548,1.39863032654925
"658","Distrito Federal","DF",2021-06-13,422,292.668448983468,63065.9952325681,129.331551016532,1.44190465855046
"659","Distrito Federal","DF",2021-06-20,378,292.049015553846,63087.5268165828,85.9509844461535,1.29430328427286
"660","Distrito Federal","DF",2021-06-27,362,291.27189710907,63109.06030391,70.7281028909301,1.24282501536509
"661","Distrito Federal","DF",2021-07-04,366,290.323750802672,63130.5961538462,75.676249197328,1.26066158551652
"662","Distrito Federal","DF",2021-07-11,402,289.191709032876,63152.1347974259,112.808290967124,1.39008134550047
"663","Distrito Federal","DF",2021-07-18,374,287.879530529235,63173.6765526381,86.1204694707652,1.29915454326482
"664","Distrito Federal","DF",2021-07-25,337,286.455230858577,63195.2217092097,50.5447691414234,1.1764491051182
"665","Distrito Federal","DF",2021-08-01,377,285.001627186172,63216.7705568681,91.9983728138281,1.32279946511931
"666","Distrito Federal","DF",2021-08-08,376,283.599930853396,63238.3233853404,92.400069146604,1.32581132466626
"667","Distrito Federal","DF",2021-08-15,348,282.329778818132,63259.8804843538,65.6702211818682,1.23260111440165
"668","Distrito Federal","DF",2021-08-22,340,281.264091792652,63281.4421436355,58.7359082073485,1.20882832157135
"669","Distrito Federal","DF",2021-08-29,353,280.435216798139,63303.0086529126,72.5647832018613,1.25875774102257
"670","Distrito Federal","DF",2021-09-05,297,279.857835386507,63324.5803019125,17.1421646134929,1.06125311656834
"671","Distrito Federal","DF",2021-09-12,254,279.547054435801,63346.1573803622,-25.547054435801,0.908612686020385
"672","Distrito Federal","DF",2021-09-19,259,279.518638002075,63367.740177989,-20.5186380020755,0.926592952267022
"673","Distrito Federal","DF",2021-09-26,272,279.782169690265,63389.32898452,-7.78216969026511,0.972184897633468
"674","Distrito Federal","DF",2021-10-03,168,280.243279772854,63410.9240896824,-112.243279772854,0.599479138754619
"675","Distrito Federal","DF",2021-10-10,60,280.726680263904,63432.5257832035,-220.726680263904,0.21373102101872
"676","Distrito Federal","DF",2021-10-17,23,281.053930510346,63454.1343548104,-258.053930510346,0.0818348277792662
"677","Espírito Santo","ES",2020-01-05,127,401.56953626203,79224.9548536416,-274.56953626203,0.316259049882535
"678","Espírito Santo","ES",2020-01-05,326,401.622718696702,79224.9548536416,-75.6227186967017,0.811707069405577
"679","Espírito Santo","ES",2020-01-12,439,408.203267810854,79239.6829323379,30.7967321891465,1.07544459982965
"680","Espírito Santo","ES",2020-01-19,531,420.971566575491,79254.4005527672,110.028433424509,1.26136785037423
"681","Espírito Santo","ES",2020-01-26,462,437.210703544184,79269.1075142126,24.7892964558158,1.05669874103005
"682","Espírito Santo","ES",2020-02-02,436,453.872842623349,79283.8036159575,-17.8728426233491,0.960621476006263
"683","Espírito Santo","ES",2020-02-09,429,467.440840471524,79298.4886572849,-38.4408404715245,0.917763196658752
"684","Espírito Santo","ES",2020-02-16,435,474.520377303738,79313.1624374781,-39.5203773037377,0.916715110258709
"685","Espírito Santo","ES",2020-02-23,478,475.313356644725,79327.8247558202,2.68664335527478,1.00565236242095
"686","Espírito Santo","ES",2020-03-01,464,471.879290706121,79342.4754115946,-7.8792907061212,0.983302317221146
"687","Espírito Santo","ES",2020-03-08,419,466.383629488884,79357.1142040844,-47.3836294888838,0.89840203109013
"688","Espírito Santo","ES",2020-03-15,529,460.949014233992,79371.7409325727,68.0509857660076,1.14763234905512
"689","Espírito Santo","ES",2020-03-22,490,457.522050498299,79386.3553963429,32.4779495017009,1.07098663215539
"690","Espírito Santo","ES",2020-03-29,523,456.69384972145,79400.957394678,66.30615027855,1.14518730724969
"691","Espírito Santo","ES",2020-04-05,494,458.074494375698,79415.5467268614,35.9255056243022,1.07842721231023
"692","Espírito Santo","ES",2020-04-12,473,461.279319187167,79430.1231921761,11.7206808128331,1.02540907499059
"693","Espírito Santo","ES",2020-04-19,468,465.937744454637,79444.6865899055,2.06225554536331,1.00442603238288
"694","Espírito Santo","ES",2020-04-26,481,471.678836309702,79459.2367193327,9.32116369029751,1.01976167462425
"695","Espírito Santo","ES",2020-05-03,511,478.097359829186,79473.7733797409,32.9026401708139,1.0688199578901
"696","Espírito Santo","ES",2020-05-10,508,484.737322409307,79488.2963704134,23.2626775906926,1.04799027538269
"697","Espírito Santo","ES",2020-05-17,607,491.115399094286,79502.8054906332,115.884600905714,1.2359620592623
"698","Espírito Santo","ES",2020-05-24,668,496.72319592043,79517.3005396837,171.27680407957,1.34481337993929
"699","Espírito Santo","ES",2020-05-31,700,501.033669487734,79531.781316848,198.966330512266,1.39711169653667
"700","Espírito Santo","ES",2020-06-07,758,503.747992910798,79546.2476214094,254.252007089202,1.5047206354512
"701","Espírito Santo","ES",2020-06-14,691,505.10597778244,79560.699252651,185.89402221756,1.36802974107273
"702","Espírito Santo","ES",2020-06-21,720,505.434666474098,79575.136009856,214.565333525902,1.42451645634579
"703","Espírito Santo","ES",2020-06-28,656,505.069864845005,79589.5576923077,150.930135154995,1.2988302127297
"704","Espírito Santo","ES",2020-07-05,677,504.350409935136,79603.9641814954,172.649590064864,1.34232070930024
"705","Espírito Santo","ES",2020-07-12,693,503.525617500833,79618.3556877331,189.474382499167,1.37629541757894
"706","Espírito Santo","ES",2020-07-19,664,502.487925088962,79632.7325035411,161.512074911038,1.32142478823236
"707","Espírito Santo","ES",2020-07-26,635,501.042256622774,79647.0949214396,133.957743377226,1.26735817509716
"708","Espírito Santo","ES",2020-08-02,601,498.996550582386,79661.4432339486,102.003449417614,1.20441714336214
"709","Espírito Santo","ES",2020-08-09,574,496.163708599268,79675.7777335885,77.8362914007321,1.1568762286554
"710","Espírito Santo","ES",2020-08-16,585,492.403623653283,79690.0987128794,92.5963763467171,1.18804974597814
"711","Espírito Santo","ES",2020-08-23,597,487.873807196763,79704.4064643415,109.126192803237,1.2236770886108
"712","Espírito Santo","ES",2020-08-30,578,482.85869383026,79718.701280495,95.1413061697401,1.19703757514447
"713","Espírito Santo","ES",2020-09-06,577,477.634528731889,79732.9834538601,99.365471268111,1.20803661647311
"714","Espírito Santo","ES",2020-09-13,555,472.466801567111,79747.2532769571,82.5331984328894,1.17468570947025
"715","Espírito Santo","ES",2020-09-20,505,467.611870911671,79761.511042306,37.3881290883287,1.07995547464489
"716","Espírito Santo","ES",2020-09-27,500,463.346273286441,79775.7570424271,36.6537267135594,1.07910655340677
"717","Espírito Santo","ES",2020-10-04,499,459.960969855824,79789.9915698406,39.0390301441763,1.08487465829201
"718","Espírito Santo","ES",2020-10-11,496,457.742520550582,79804.2149170667,38.257479449418,1.08357860092045
"719","Espírito Santo","ES",2020-10-18,493,456.979070733204,79818.4273766256,36.0209292667959,1.07882402406089
"720","Espírito Santo","ES",2020-10-25,536,457.949988735396,79832.6292410374,78.0500112646038,1.17043348222398
"721","Espírito Santo","ES",2020-11-01,493,460.21696646649,79846.8208028224,32.7830335335099,1.07123386559434
"722","Espírito Santo","ES",2020-11-08,544,462.383512732071,79861.0023545007,81.616487267929,1.17651253779722
"723","Espírito Santo","ES",2020-11-15,604,462.966005986888,79875.1741885926,141.033994013112,1.30463142474678
"724","Espírito Santo","ES",2020-11-22,574,460.484294776403,79889.3365976183,113.515705223597,1.2465137389294
"725","Espírito Santo","ES",2020-11-29,585,453.541560809106,79903.4898740979,131.458439190894,1.2898487163037
"726","Espírito Santo","ES",2020-12-06,614,442.159288690418,79917.6343105517,171.840711309582,1.38863983117609
"727","Espírito Santo","ES",2020-12-13,657,429.152592157775,79931.7701994998,227.847407842225,1.53092399301752
"728","Espírito Santo","ES",2020-12-20,636,417.437856527244,79945.8978334624,218.562143472756,1.52358007318987
"729","Espírito Santo","ES",2020-12-27,669,409.63287897401,79960.0175049597,259.36712102599,1.63316968519621
"730","Espírito Santo","ES",2021-01-03,361,408.222039546975,79974.129506512,-47.2220395469745,0.884322660287085
"731","Espírito Santo","ES",2021-01-03,292,408.276103015414,79974.129506512,-116.276103015414,0.715202280621788
"732","Espírito Santo","ES",2021-01-10,693,408.402188727386,79988.2341306394,284.597811272614,1.69685672390602
"733","Espírito Santo","ES",2021-01-17,628,415.089811042448,80002.3316698621,212.910188957552,1.51292559656633
"734","Espírito Santo","ES",2021-01-24,642,428.069404398573,80016.4224167003,213.930595601427,1.49975679972269
"735","Espírito Santo","ES",2021-01-31,623,444.578098368413,80030.5066636742,178.421901631587,1.40132859060397
"736","Espírito Santo","ES",2021-02-07,603,461.516632045546,80044.584703304,141.483367954454,1.30656179675989
"737","Espírito Santo","ES",2021-02-14,561,475.308656550989,80058.6568281099,85.691343449011,1.18028567809141
"738","Espírito Santo","ES",2021-02-21,607,482.502846943041,80072.7233306121,124.497153056959,1.25802366523996
"739","Espírito Santo","ES",2021-02-28,562,483.304690774755,80086.7845033308,78.695309225245,1.16282753039101
"740","Espírito Santo","ES",2021-03-07,622,479.808487848908,80100.8406387861,142.191512151092,1.2963505560074
"741","Espírito Santo","ES",2021-03-14,633,474.216175436797,80114.8920294983,158.783824563203,1.33483426502048
"742","Espírito Santo","ES",2021-03-21,777,468.686081867787,80128.9389679876,308.313918132213,1.65782605897648
"743","Espírito Santo","ES",2021-03-28,949,465.197468581811,80142.9817467742,483.802531418189,2.0399939038643
"744","Espírito Santo","ES",2021-04-04,1033,464.351305665536,80157.0206583782,568.648694334464,2.22460879811556
"745","Espírito Santo","ES",2021-04-11,1064,465.751074327207,80171.0559953198,598.248925672793,2.28448211641161
"746","Espírito Santo","ES",2021-04-18,984,469.00561139409,80185.0880501193,514.99438860591,2.09805592106909
"747","Espírito Santo","ES",2021-04-25,883,473.738089931995,80199.1171152969,409.261910068005,1.86389910113994
"748","Espírito Santo","ES",2021-05-02,774,479.571336900837,80213.1434833727,294.428663099163,1.61394132727337
"749","Espírito Santo","ES",2021-05-09,800,486.09331811154,80227.1674468669,313.90668188846,1.6457745255746
"750","Espírito Santo","ES",2021-05-16,759,492.840407421556,80241.1892982998,266.159592578444,1.54005229394834
"751","Espírito Santo","ES",2021-05-23,720,499.321204909584,80255.2093301914,220.678795090416,1.44195758746192
"752","Espírito Santo","ES",2021-05-30,646,505.018838377854,80269.2278350621,140.981161622146,1.27916020335991
"753","Espírito Santo","ES",2021-06-06,668,509.397490233202,80283.245105432,158.602509766798,1.31135314328736
"754","Espírito Santo","ES",2021-06-13,583,512.153382352436,80297.2614338213,70.846617647564,1.13833085963847
"755","Espírito Santo","ES",2021-06-20,586,513.530366130222,80311.2771127503,72.4696338697779,1.1411204451567
"756","Espírito Santo","ES",2021-06-27,612,513.860969530924,80325.292434739,98.1390304690758,1.19098362453693
"757","Espírito Santo","ES",2021-07-04,573,513.48661955082,80339.3076923077,59.5133804491801,1.11590054771289
"758","Espírito Santo","ES",2021-07-11,645,512.751814070682,80353.3231618467,132.248185929318,1.25791851398713
"759","Espírito Santo","ES",2021-07-18,555,511.910026906343,80367.3390552271,43.0899730936575,1.08417489564341
"760","Espírito Santo","ES",2021-07-25,550,510.851906074491,80381.3555681898,39.1480939255094,1.0766329604725
"761","Espírito Santo","ES",2021-08-01,550,509.37913231579,80395.3728964759,40.6208676842098,1.07974584176532
"762","Espírito Santo","ES",2021-08-08,544,507.296455410825,80409.3912358267,36.7035445891754,1.07235127349639
"763","Espírito Santo","ES",2021-08-15,487,504.413674714386,80423.410781983,-17.4136747143859,0.965477393680403
"764","Espírito Santo","ES",2021-08-22,456,500.588365446033,80437.4317306861,-44.5883654460334,0.910928082784536
