"","dpto","date","isoweek","dts","bsn","exposure","excess","pscore"
"534","Boyacá",2020-02-09,"2020-W06-7",133.009989373007,125.16760135703,23814.7426366152,1.06265509549558,1.06265509549558
"535","Boyacá",2020-02-16,"2020-W07-7",136.390557939914,123.370454411535,23818.9855138705,1.10553664238722,1.10553664238722
"536","Boyacá",2020-02-23,"2020-W08-7",107.25430292599,122.244955992148,23823.2040253674,0.877372011429891,0.877372011429891
"537","Boyacá",2020-03-01,"2020-W09-7",119.923708139277,121.73271602075,23827.3981311263,0.985139509405469,0.985139509405469
"538","Boyacá",2020-03-08,"2020-W10-7",106.869430281534,121.785094777385,23831.5677911677,0.877524712501842,0.877524712501842
"539","Boyacá",2020-03-15,"2020-W11-7",148.02658256364,122.361646608414,23835.712965512,1.2097465722847,1.2097465722847
"540","Boyacá",2020-03-22,"2020-W12-7",121.972755694506,123.424572466526,23839.8336141798,0.9882372144946,0.9882372144946
"541","Boyacá",2020-03-29,"2020-W13-7",127.971263035921,124.884365693642,23843.9296971914,1.02471804476993,1.02471804476993
"542","Boyacá",2020-04-05,"2020-W14-7",109.653320546632,126.60733563942,23848.0011745674,0.866089788501085,0.866089788501085
"543","Boyacá",2020-04-12,"2020-W15-7",128.63306641545,128.453037898521,23852.0480063282,1.0014015123338,1.0014015123338
"544","Boyacá",2020-04-19,"2020-W16-7",123.481797235023,130.273163633787,23856.0701524943,0.947868262278058,0.947868262278058
"545","Boyacá",2020-04-26,"2020-W17-7",116.645191193511,131.912721025331,23860.0675730861,0.884260367664704,0.884260367664704
"546","Boyacá",2020-05-03,"2020-W18-7",119.700494466682,133.277750990569,23864.0402281242,0.898128108983116,0.898128108983116
"547","Boyacá",2020-05-10,"2020-W19-7",145.200540784137,134.361381574189,23867.9880776289,1.08067168618658,1.08067168618658
"548","Boyacá",2020-05-17,"2020-W20-7",112.73732718894,135.16459359588,23871.9110816208,0.834074399143361,0.834074399143361
"549","Boyacá",2020-05-24,"2020-W21-7",125.801282051282,135.690346103789,23875.8092001203,0.927120356484737,0.927120356484737
"550","Boyacá",2020-05-31,"2020-W22-7",122.67160702943,135.943589126075,23879.6823931478,0.902371401388145,0.902371401388145
"551","Boyacá",2020-06-07,"2020-W23-7",117.844188767551,135.957605188146,23883.5306207239,0.866771583718845,0.866771583718845
"552","Boyacá",2020-06-14,"2020-W24-7",118.531431788328,135.826362268668,23887.353842869,0.872668823699112,0.872668823699112
"553","Boyacá",2020-06-21,"2020-W25-7",107.333448753463,135.652208635301,23891.1520196036,0.791239964562813,0.791239964562813
"554","Boyacá",2020-06-28,"2020-W26-7",130.531479967294,135.537151016678,23894.9251109481,0.963067904173608,0.963067904173608
"555","Boyacá",2020-07-05,"2020-W27-7",139.692653914162,135.582915030089,23898.6730769231,1.03031162800387,1.03031162800387
"556","Boyacá",2020-07-12,"2020-W28-7",132.647636039251,135.843039985341,23902.3959471437,0.976477234708269,0.976477234708269
"557","Boyacá",2020-07-19,"2020-W29-7",149.448304157549,136.176834698423,23906.0940296047,1.09745761449454,1.09745761449454
"558","Boyacá",2020-07-26,"2020-W30-7",129.552928951812,136.393708127161,23909.7677018956,0.949845346465899,0.949845346465899
"559","Boyacá",2020-08-02,"2020-W31-7",118.541754560119,136.302096626045,23913.4173416057,0.869698687653699,0.869698687653699
"560","Boyacá",2020-08-09,"2020-W32-7",144.511740068537,135.712444717614,23917.0433263246,1.06483779265219,1.06483779265219
"561","Boyacá",2020-08-16,"2020-W33-7",155.385269492412,134.47949356789,23920.6460336418,1.15545697987008,1.15545697987008
"562","Boyacá",2020-08-23,"2020-W34-7",136.475657526581,132.738722124224,23924.2258411467,1.02815256424467,1.02815256424467
"563","Boyacá",2020-08-30,"2020-W35-7",155.547380812242,130.74429549034,23927.7831264288,1.1897068260522,1.1897068260522
"564","Boyacá",2020-09-06,"2020-W36-7",159.677935130196,128.739447121068,23931.3182670777,1.24031863349571,1.24031863349571
"565","Boyacá",2020-09-13,"2020-W37-7",141.708431464908,126.953455984014,23934.8316406827,1.11622350385446,1.11622350385446
"566","Boyacá",2020-09-20,"2020-W38-7",169.106683804627,125.591614707581,23938.3236248333,1.34648068820807,1.34648068820807
"567","Boyacá",2020-09-27,"2020-W39-7",135.59277931371,124.67685164049,23941.7945971191,1.08755376422799,1.08755376422799
"568","Boyacá",2020-10-04,"2020-W40-7",166.829723425525,124.100555293706,23945.2449351295,1.34431085365165,1.34431085365165
"569","Boyacá",2020-10-11,"2020-W41-7",186.845729132835,123.75587924517,23948.675016454,1.50979274901906,1.50979274901906
"570","Boyacá",2020-10-18,"2020-W42-7",175.707470892626,123.538884306063,23952.085218682,1.42228474766955,1.42228474766955
"571","Boyacá",2020-10-25,"2020-W43-7",194.291586998088,123.349844094444,23955.4759194031,1.57512632808297,1.57512632808297
"572","Boyacá",2020-11-01,"2020-W44-7",201.92596248766,123.198618287045,23958.8474962067,1.63902781780543,1.63902781780543
"573","Boyacá",2020-11-08,"2020-W45-7",162.907635665119,123.236452649273,23962.2003266822,1.32191110797995,1.32191110797995
"574","Boyacá",2020-11-15,"2020-W46-7",152.746073298429,123.624856338102,23965.5347884193,1.23556117938518,1.23556117938518
"575","Boyacá",2020-11-22,"2020-W47-7",188.324319974248,124.5296624783,23968.8512590073,1.51228483420217,1.51228483420217
"576","Boyacá",2020-11-29,"2020-W48-7",174.276957637997,126.125979618896,23972.1501160357,1.38176891204013,1.38176891204013
"577","Boyacá",2020-12-06,"2020-W49-7",160.904831152044,128.430948807026,23975.431737094,1.25285091052167,1.25285091052167
"578","Boyacá",2020-12-13,"2020-W50-7",165.622171945701,131.071385216258,23978.6964997717,1.26360281973398,1.26360281973398
"579","Boyacá",2020-12-20,"2020-W51-7",174.703609405422,133.591549363938,23981.9447816583,1.30774446615245,1.30774446615245
"580","Boyacá",2020-12-27,"2020-W52-7",182.085343745642,135.501100654602,23985.1769603432,1.34379235936825,1.34379235936825
"581","Boyacá",2021-01-03,"2020-W53-7",221.8506543495,136.28850806561,23988.3934134159,1.62780162097526,1.62780162097526
"582","Boyacá",2021-01-10,"2021-W01-7",197.793255316472,136.307027427512,23991.5945184659,1.45108626495181,1.45108626495181
"583","Boyacá",2021-01-17,"2021-W02-7",223.952200213498,135.627363670783,23994.7806530826,1.65123168475878,1.65123168475878
"584","Boyacá",2021-01-24,"2021-W03-7",229.83892696762,133.798663446373,23997.9521948556,1.71779688262537,1.71779688262537
"585","Boyacá",2021-01-31,"2021-W04-7",212.186788750818,131.309022874938,24001.1095213744,1.61593456493017,1.61593456493017
"586","Boyacá",2021-02-07,"2021-W05-7",226.412469681838,128.628931053573,24004.2530102283,1.7601986413736,1.7601986413736
"587","Boyacá",2021-02-14,"2021-W06-7",190.407319391635,126.196411419097,24007.3830390069,1.50881722586622,1.50881722586622
"588","Boyacá",2021-02-21,"2021-W07-7",198.103735144312,124.378482592847,24010.4999852997,1.59274925223847,1.59274925223847
"589","Boyacá",2021-02-28,"2021-W08-7",155.697946685879,123.237895507968,24013.6042266961,1.26339342329821,1.26339342329821
"590","Boyacá",2021-03-07,"2021-W09-7",155.197035430224,122.715691814551,24016.6961407856,1.2646877765621,1.2646877765621
"591","Boyacá",2021-03-14,"2021-W10-7",139.865471698113,122.762754889324,24019.7761051577,1.13931519233344,1.13931519233344
"592","Boyacá",2021-03-21,"2021-W11-7",135.134979275545,123.338238637365,24022.8444974018,1.09564544433673,1.09564544433673
"593","Boyacá",2021-03-28,"2021-W12-7",152.818304172275,124.40397394941,24025.9016951076,1.22840371831224,1.22840371831224
"594","Boyacá",2021-04-04,"2021-W13-7",152.75096495291,125.869684891223,24028.9480758643,1.21356437084051,1.21356437084051
"595","Boyacá",2021-04-11,"2021-W14-7",154.641755799417,127.600582772026,24031.9840172615,1.21192045083135,1.21192045083135
"596","Boyacá",2021-04-18,"2021-W15-7",161.707482185273,129.455097635813,24035.0098968887,1.24913954829491,1.24913954829491
"597","Boyacá",2021-04-25,"2021-W16-7",191.675065556949,131.283759632581,24038.0260923354,1.46000591461871,1.46000591461871
"598","Boyacá",2021-05-02,"2021-W17-7",198.721886749459,132.930390370369,24041.032981191,1.49493194291977,1.49493194291977
"599","Boyacá",2021-05-09,"2021-W18-7",194.809427153811,134.300338602133,24044.0309410449,1.45055052862478,1.45055052862478
"600","Boyacá",2021-05-16,"2021-W19-7",210.913552704964,135.386719711587,24047.0203494868,1.55785998179342,1.55785998179342
"601","Boyacá",2021-05-23,"2021-W20-7",264.280938676112,136.19056150734,24050.0015841061,1.94052315924895,1.94052315924895
"602","Boyacá",2021-05-30,"2021-W21-7",262.406856403622,136.714883654188,24052.9750224922,1.9193730001436,1.9193730001436
"603","Boyacá",2021-06-06,"2021-W22-7",268.119554101043,136.964710092231,24055.9410422346,1.95758129171006,1.95758129171006
"604","Boyacá",2021-06-13,"2021-W23-7",269.38253968254,136.973606995023,24058.9000209228,1.96667478934338,1.96667478934338
"605","Boyacá",2021-06-20,"2021-W24-7",255.191004784689,136.836270939057,24061.8523361462,1.86493685507072,1.86493685507072
"606","Boyacá",2021-06-27,"2021-W25-7",296.209823557463,136.655825807104,24064.7983654945,2.16756089107813,2.16756089107813
"607","Boyacá",2021-07-04,"2021-W26-7",250.574875936557,136.535035969008,24067.7384865569,1.83524231826793,1.83524231826793
"608","Boyacá",2021-07-11,"2021-W27-7",228.999582463466,136.576368046213,24070.6730769231,1.67671454248937,1.67671454248937
"609","Boyacá",2021-07-18,"2021-W28-7",225.762371721779,136.833736783201,24073.6025005271,1.64990284581263,1.64990284581263
"610","Boyacá",2021-07-25,"2021-W29-7",188.271111111111,137.165408170793,24076.5270666816,1.37258448483369,1.37258448483369
"611","Boyacá",2021-08-01,"2021-W30-7",185.469271353201,137.379406696101,24079.447071044,1.35005148015729,1.35005148015729
"612","Boyacá",2021-08-08,"2021-W31-7",167.491416653297,137.282801840802,24082.3628092717,1.22004660749513,1.22004660749513
"613","Boyacá",2021-08-15,"2021-W32-7",199.443997903198,136.684708754114,24085.2745770219,1.45915369554603,1.45915369554603
"614","Boyacá",2021-08-22,"2021-W33-7",147.830637833909,135.43887651755,24088.1826699521,1.09149338531875,1.09149338531875
"615","Boyacá",2021-08-29,"2021-W34-7",156.790872328134,133.68180109711,24091.0873837196,1.17286624687407,1.17286624687407
"616","Boyacá",2021-09-05,"2021-W35-7",139.760275359384,131.669485880512,24093.9890139818,1.06144771831352,1.06144771831352
"617","Caldas",2020-01-05,"2020-W01-7",121.410639569635,129.812279792916,19491.584642309,0.935278540391686,0.935278540391686
"618","Caldas",2020-01-12,"2020-W02-7",120.027510040161,129.71607069953,19495.3437980441,0.92530948087526,0.92530948087526
"619","Caldas",2020-01-19,"2020-W03-7",150.469488391206,128.937460449833,19499.0934037466,1.16699590535018,1.16699590535018
"620","Caldas",2020-01-26,"2020-W04-7",140.056810982049,127.630533721055,19502.8332346799,1.09736132020064,1.09736132020064
"621","Caldas",2020-02-02,"2020-W05-7",125.978473581213,125.951409117433,19506.5630661071,1.0002148801984,1.0002148801984
"622","Caldas",2020-02-09,"2020-W06-7",130.994686503719,124.053000788529,19510.2826732917,1.05595741877315,1.05595741877315
"623","Caldas",2020-02-16,"2020-W07-7",116.184549356223,122.08005298896,19513.9918314968,0.951707887665566,0.951707887665566
"624","Caldas",2020-02-23,"2020-W08-7",123.443631669535,120.157968474632,19517.6903159858,1.02734453017652,1.02734453017652
"625","Caldas",2020-03-01,"2020-W09-7",100.776225327124,118.399569469587,19521.3779020219,0.851153646745396,0.851153646745396
"626","Caldas",2020-03-08,"2020-W10-7",105.861228109067,116.911304895994,19525.0543648685,0.905483248204632,0.905483248204632
"627","Caldas",2020-03-15,"2020-W11-7",106.740256814598,115.795289142013,19528.7194797888,0.921801375561058,0.921801375561058
"628","Caldas",2020-03-22,"2020-W12-7",106.852166145601,115.14439701988,19532.3730220462,0.927984069664736,0.927984069664736
"629","Caldas",2020-03-29,"2020-W13-7",103.787717265353,114.936647965442,19536.0147669038,0.902999340093504,0.902999340093504
"630","Caldas",2020-04-05,"2020-W14-7",95.5694078158715,115.064956153646,19539.6444896251,0.830569193354214,0.830569193354214
"631","Caldas",2020-04-12,"2020-W15-7",81.4006123410268,115.423094249849,19543.2619654732,0.705236788790498,0.705236788790498
"632","Caldas",2020-04-19,"2020-W16-7",110.430875576037,115.905405694025,19546.8669697115,0.952767258047997,0.952767258047997
"633","Caldas",2020-04-26,"2020-W17-7",100.556199304751,116.406204264166,19550.4592776032,0.863838830072614,0.863838830072614
"634","Caldas",2020-05-03,"2020-W18-7",120.706380974806,116.858472018081,19554.0386644118,1.03292794172535,1.03292794172535
"635","Caldas",2020-05-10,"2020-W19-7",111.925416854439,117.24681063933,19557.6049054003,0.954613743812098,0.954613743812098
"636","Caldas",2020-05-17,"2020-W20-7",105.691244239631,117.559242812616,19561.1577758322,0.899046656910664,0.899046656910664
"637","Caldas",2020-05-24,"2020-W21-7",118.75641025641,117.783804758794,19564.6970509707,1.00825754864693,1.00825754864693
"638","Caldas",2020-05-31,"2020-W22-7",91.5009527842473,117.908676176609,19568.2225060791,0.776032398558977,0.776032398558977
"639","Caldas",2020-06-07,"2020-W23-7",108.779251170047,117.932567974346,19571.7339164206,0.92238516500132,0.92238516500132
"640","Caldas",2020-06-14,"2020-W24-7",124.558453743667,117.877514894457,19575.2310572587,1.05667695705319,1.05667695705319
"641","Caldas",2020-06-21,"2020-W25-7",109.339681440443,117.768821139987,19578.7137038565,0.928426389786778,0.928426389786778
"642","Caldas",2020-06-28,"2020-W26-7",96.3924775143091,117.631799503928,19582.1816314774,0.819442343998914,0.819442343998914
"643","Caldas",2020-07-05,"2020-W27-7",110.548143385308,117.49168350555,19585.6346153846,0.940901858641647,0.940901858641647
"644","Caldas",2020-07-12,"2020-W28-7",114.559322033898,117.369336628683,19589.0725294203,0.976058358379631,0.976058358379631
"645","Caldas",2020-07-19,"2020-W29-7",120.361050328228,117.268526209197,19592.4956417419,1.02637130540478,1.02637130540478
"646","Caldas",2020-07-26,"2020-W30-7",109.467203532926,117.188766476076,19595.9043190857,0.934110041641869,0.934110041641869
"647","Caldas",2020-08-02,"2020-W31-7",131.601439384539,117.129584322,19599.298928188,1.1235542254018,1.1235542254018
"648","Caldas",2020-08-09,"2020-W32-7",110.390912552354,117.090518500995,19602.6798357851,0.942782677586452,0.942782677586452
"649","Caldas",2020-08-16,"2020-W33-7",126.313186813187,117.070652171544,19606.0474086132,1.07894834845627,1.07894834845627
"650","Caldas",2020-08-23,"2020-W34-7",149.521124790151,117.065629873465,19609.4020134087,1.27724187664447,1.27724187664447
"651","Caldas",2020-08-30,"2020-W35-7",138.487345497351,117.069557922392,19612.7440169079,1.18294924790916,1.18294924790916
"652","Caldas",2020-09-06,"2020-W36-7",151.643825186539,117.076537799684,19616.073785847,1.29525375482147,1.29525375482147
"653","Caldas",2020-09-13,"2020-W37-7",124.623017742189,117.080670421666,19619.3916869623,1.06442008995472,1.06442008995472
"654","Caldas",2020-09-20,"2020-W38-7",142.935411311054,117.077822676071,19622.6980869901,1.22085812704704,1.22085812704704
"655","Caldas",2020-09-27,"2020-W39-7",155.680598471296,117.090296173664,19625.9933526666,1.32957728828695,1.32957728828695
"656","Caldas",2020-10-04,"2020-W40-7",135.674775074975,117.160767731334,19629.2778507283,1.15802224329987,1.15802224329987
"657","Caldas",2020-10-11,"2020-W41-7",181.822994478727,117.332600967446,19632.5519479113,1.54963746630976,1.54963746630976
"658","Caldas",2020-10-18,"2020-W42-7",155.626617076326,117.649617546235,19635.816010952,1.32279747543733,1.32279747543733
"659","Caldas",2020-10-25,"2020-W43-7",193.284894837476,118.156098706191,19639.0704065867,1.63584357433891,1.63584357433891
"660","Caldas",2020-11-01,"2020-W44-7",177.815399802567,118.879992598265,19642.3155015515,1.49575547504839,1.49575547504839
"661","Caldas",2020-11-08,"2020-W45-7",175.9804706259,119.827587654159,19645.5516625829,1.46861398173021,1.46861398173021
"662","Caldas",2020-11-15,"2020-W46-7",184.903141361257,121.004921599884,19648.7792564171,1.52806298220381,1.52806298220381
"663","Caldas",2020-11-22,"2020-W47-7",177.246418799292,122.419379921158,19651.9986497903,1.44786241290753,1.44786241290753
"664","Caldas",2020-11-29,"2020-W48-7",181.328626444159,124.079509382818,19655.210209439,1.4613905821042,1.4613905821042
"665","Caldas",2020-12-06,"2020-W49-7",186.046211019551,125.938665573051,19658.4143020993,1.47727634061387,1.47727634061387
"666","Caldas",2020-12-13,"2020-W50-7",142.53544494721,127.819622058846,19661.6112945075,1.11512960726475,1.11512960726475
"667","Caldas",2020-12-20,"2020-W51-7",166.671259547701,129.516972163131,19664.8015534,1.28686809739323,1.28686809739323
"668","Caldas",2020-12-27,"2020-W52-7",170.013387254218,130.815088357045,19667.9854455131,1.29964661866975,1.29964661866975
"669","Caldas",2021-01-03,"2020-W53-7",178.685142417244,131.492894911028,19671.1633375829,1.3588957984243,1.3588957984243
"670","Caldas",2021-01-10,"2021-W01-7",189.761041902605,131.523439022539,19674.3355963459,1.44279257988446,1.44279257988446
"671","Caldas",2021-01-17,"2021-W02-7",217.926580476812,131.421771391896,19677.5025885382,1.6582228208366,1.6582228208366
"672","Caldas",2021-01-24,"2021-W03-7",222.813282911841,130.628790696587,19680.6646808962,1.70569812155248,1.70569812155248
"673","Caldas",2021-01-31,"2021-W04-7",170.956180510137,129.300666795662,19683.8222401562,1.32216008429643,1.32216008429643
"674","Caldas",2021-02-07,"2021-W05-7",175.092309887288,127.595609333552,19686.9756330544,1.37224400433383,1.37224400433383
"675","Caldas",2021-02-14,"2021-W06-7",136.005228136882,125.668561150468,19690.1252263272,1.08225340444566,1.08225340444566
"676","Caldas",2021-02-21,"2021-W07-7",132.739558573854,123.666169250964,19693.2713867107,1.07337002009399,1.07337002009399
"677","Caldas",2021-02-28,"2021-W08-7",129.580871757925,121.715470142065,19696.4144809414,1.06462121541888,1.06462121541888
"678","Caldas",2021-03-07,"2021-W09-7",143.103759942155,119.93074169164,19699.5548757555,1.1932200028421,1.1932200028421
"679","Caldas",2021-03-14,"2021-W10-7",136.84679245283,118.419792863994,19702.6929378893,1.15560742966338,1.15560742966338
"680","Caldas",2021-03-21,"2021-W11-7",127.067219318796,117.286030233936,19705.8290340791,1.08339602820004,1.08339602820004
"681","Caldas",2021-03-28,"2021-W12-7",149.802153432032,116.623491164351,19708.9635310611,1.28449381798153,1.28449381798153
"682","Caldas",2021-04-04,"2021-W13-7",140.691678246102,116.409876187224,19712.0967955717,1.20858884876593,1.20858884876593
"683","Caldas",2021-04-11,"2021-W14-7",140.583414363106,116.536695934539,19715.2291943471,1.20634460446755,1.20634460446755
"684","Caldas",2021-04-18,"2021-W15-7",220.96674584323,116.896343449712,19718.3610941237,1.89027936479715,1.89027936479715
"685","Caldas",2021-04-25,"2021-W16-7",162.572568692281,117.38180213364,19721.4928616376,1.38498954469272,1.38498954469272
"686","Caldas",2021-05-02,"2021-W17-7",197.718240856785,117.886036982309,19724.6248636253,1.67719813065271,1.67719813065271
"687","Caldas",2021-05-09,"2021-W18-7",192.801082543978,118.341182854826,19727.7574668229,1.62919685178823,1.62919685178823
"688","Caldas",2021-05-16,"2021-W19-7",208.904852203012,118.731654486653,19730.8910379668,1.75947057342231,1.75947057342231
"689","Caldas",2021-05-23,"2021-W20-7",196.954615895506,119.045332114214,19734.0259437933,1.65445055591549,1.65445055591549
"690","Caldas",2021-05-30,"2021-W21-7",194.040319103062,119.270110492868,19737.1625510386,1.62689812477925,1.62689812477925
"691","Caldas",2021-06-06,"2021-W22-7",219.918285948047,119.394030355651,19740.3012264391,1.84195378355982,1.84195378355982
"692","Caldas",2021-06-13,"2021-W23-7",237.21746031746,119.415796650329,19743.442336731,1.98648308658925,1.98648308658925
"693","Caldas",2021-06-20,"2021-W24-7",216.008133971292,119.357730636055,19746.5862486505,1.80975402950599,1.80975402950599
"694","Caldas",2021-06-27,"2021-W25-7",269.099093943729,119.245461828435,19749.7333289341,2.25668205579929,2.25668205579929
"695","Caldas",2021-07-04,"2021-W26-7",249.568551133599,119.104626188325,19752.883944318,2.0953724395137,2.0953724395137
"696","Caldas",2021-07-11,"2021-W27-7",245.069728601253,118.960777382952,19756.0384615385,2.06008849296889,2.06008849296889
"697","Caldas",2021-07-18,"2021-W28-7",223.746636259977,118.835041972524,19759.1972279894,1.88283382196061,1.88283382196061
"698","Caldas",2021-07-25,"2021-W29-7",157.060392156863,118.731233002301,19762.3605136953,1.32282288480756,1.32282288480756
"699","Caldas",2021-08-01,"2021-W30-7",174.381434478825,118.648856606226,19765.5285693382,1.46972705398726,1.46972705398726
"700","Caldas",2021-08-08,"2021-W31-7",165.473447777956,118.587431896723,19768.7016456002,1.39537086798596,1.39537086798596
"701","Caldas",2021-08-15,"2021-W32-7",137.687226978857,118.546490145391,19771.8799931634,1.16146186032156,1.16146186032156
"702","Caldas",2021-08-22,"2021-W33-7",115.429402144285,118.525101511878,19775.0638627099,0.973881487312774,0.973881487312774
"703","Caldas",2021-08-29,"2021-W34-7",126.444251877527,118.518855006957,19778.2535049218,1.06687034624242,1.06687034624242
"704","Caldas",2021-09-05,"2021-W35-7",129.632719173922,118.521782604939,19781.4491704811,1.09374594546909,1.09374594546909
"705","Caquetá",2020-01-05,"2020-W01-7",35.4114365411437,36.4461924271797,7854.1419504257,0.971608669736805,0.971608669736805
"706","Caquetá",2020-01-12,"2020-W02-7",26.2244979919679,36.8217569997033,7855.73479584981,0.712201158466696,0.712201158466696
"707","Caquetá",2020-01-19,"2020-W03-7",49.4832545716047,37.0869057895028,7857.32308407375,1.33425136225872,1.33425136225872
"708","Caquetá",2020-01-26,"2020-W04-7",33.2508975712777,37.2434588934818,7858.90703039523,0.892798321079064,0.892798321079064
"709","Caquetá",2020-02-02,"2020-W05-7",28.2191780821918,37.2942856585523,7860.48685011192,0.756662249561564,0.756662249561564
"710","Caquetá",2020-02-09,"2020-W06-7",32.2448459086079,37.2432025943095,7862.0627585215,0.865791437429568,0.865791437429568
"711","Caquetá",2020-02-16,"2020-W07-7",41.4223175965665,37.0969411998352,7863.63497092167,1.11659657796127,1.11659657796127
"712","Caquetá",2020-02-23,"2020-W08-7",41.4851549053356,36.8781745472107,7865.20370261012,1.1249243058988,1.1249243058988
"713","Caquetá",2020-03-01,"2020-W09-7",41.3182523841206,36.6163875958908,7866.76916888452,1.12840875621377,1.12840875621377
"714","Caquetá",2020-03-08,"2020-W10-7",37.3034803812902,36.3405303253435,7868.33158504256,1.02649796377009,1.02649796377009
"715","Caquetá",2020-03-15,"2020-W11-7",30.2095066456409,36.0787617684264,7869.89116638193,0.837321048863661,0.837321048863661
"716","Caquetá",2020-03-22,"2020-W12-7",44.3537293434569,35.8574159356673,7871.44812820032,1.23694717497304,1.23694717497304
"717","Caquetá",2020-03-29,"2020-W13-7",38.2906141367323,35.6868750833596,7873.00268579541,1.07296069065422,1.07296069065422
"718","Caquetá",2020-04-05,"2020-W14-7",31.1858067609686,35.5656908307071,7874.55505446489,0.876850864767769,0.876850864767769
"719","Caquetá",2020-04-12,"2020-W15-7",22.1088082901554,35.4923287421007,7876.10544950644,0.622917939558308,0.622917939558308
"720","Caquetá",2020-04-19,"2020-W16-7",26.1018433179723,35.4654587826339,7877.65408621776,0.735979294049156,0.735979294049156
"721","Caquetá",2020-04-26,"2020-W17-7",26.1446118192352,35.4838684080914,7879.20117989651,0.736802749873616,0.736802749873616
"722","Caquetá",2020-05-03,"2020-W18-7",27.1589357193313,35.5437470523194,7880.74694584041,0.76409883514403,0.76409883514403
"723","Caquetá",2020-05-10,"2020-W19-7",29.2417755745831,35.6378022838401,7882.29159934712,0.820526904035348,0.820526904035348
"724","Caquetá",2020-05-17,"2020-W20-7",27.1777485187623,35.7585348572759,7883.83535571433,0.760035293035291,0.760035293035291
"725","Caquetá",2020-05-24,"2020-W21-7",31.1987179487179,35.8984136936415,7885.37843023974,0.869083470232669,0.869083470232669
"726","Caquetá",2020-05-31,"2020-W22-7",21.1156044886725,36.0498156221199,7886.92103822102,0.585734049516638,0.585734049516638
"727","Caquetá",2020-06-07,"2020-W23-7",35.2525351014041,36.2026200039423,7888.46339495587,0.973756460100546,0.973756460100546
"728","Caquetá",2020-06-14,"2020-W24-7",28.1261024582473,36.341198468099,7890.00571574197,0.77394537450208,0.77394537450208
"729","Caquetá",2020-06-21,"2020-W25-7",24.0747922437673,36.4489710735652,7891.548215877,0.660506772473138,0.660506772473138
"730","Caquetá",2020-06-28,"2020-W26-7",30.1226492232216,36.5092220251975,7893.09111065865,0.825069600289809,0.825069600289809
"731","Caquetá",2020-07-05,"2020-W27-7",34.169426137277,36.5052777041834,7894.63461538462,0.936013318790923,0.936013318790923
"732","Caquetá",2020-07-12,"2020-W28-7",34.1668153434434,36.4250607440485,7896.17891008861,0.938002975026633,0.938002975026633
"733","Caquetá",2020-07-19,"2020-W29-7",35.105306345733,36.2741609954865,7897.72403374853,0.967777210618354,0.967777210618354
"734","Caquetá",2020-07-26,"2020-W30-7",55.2357449019353,36.0627738189245,7899.2699900783,1.53165547329445,1.53165547329445
"735","Caquetá",2020-08-02,"2020-W31-7",62.2846507010795,35.8012126479673,7900.81678279186,1.7397357825145,1.7397357825145
"736","Caquetá",2020-08-09,"2020-W32-7",90.3198375428354,35.4997586608623,7902.36441560312,2.54423807231149,2.54423807231149
"737","Caquetá",2020-08-16,"2020-W33-7",104.258503401361,35.1687896233177,7903.91289222602,2.96451781588283,2.96451781588283
"738","Caquetá",2020-08-23,"2020-W34-7",103.360240626749,34.8202643654789,7905.4622163745,2.96839333388925,2.96839333388925
"739","Caquetá",2020-08-30,"2020-W35-7",60.2118893466745,34.4665553414412,7907.01239176246,1.74696568166411,1.74696568166411
"740","Caquetá",2020-09-06,"2020-W36-7",71.3027257499619,34.1195642332346,7908.56342210386,2.08979004721604,2.08979004721604
"741","Caquetá",2020-09-13,"2020-W37-7",70.3517035641388,33.7907203449631,7910.11531111261,2.08198294815652,2.08198294815652
"742","Caquetá",2020-09-20,"2020-W38-7",59.3886568123393,33.4910979777088,7911.66806250265,1.77326693952726,1.77326693952726
"743","Caquetá",2020-09-27,"2020-W39-7",55.2415026833632,33.2325385588378,7913.2216799879,1.66227152901843,1.66227152901843
"744","Caquetá",2020-10-04,"2020-W40-7",47.2349216927691,33.0274739795562,7914.7761672823,1.43017058228574,1.43017058228574
"745","Caquetá",2020-10-11,"2020-W41-7",59.26826891848,32.8882462422739,7916.33152809976,1.80211095726648,1.80211095726648
"746","Caquetá",2020-10-18,"2020-W42-7",63.2546895213454,32.8273171437649,7917.88776615423,1.9268918396324,1.9268918396324
"747","Caquetá",2020-10-25,"2020-W43-7",75.5019120458891,32.8573491141995,7919.44488515963,2.29786985503528,2.29786985503528
"748","Caquetá",2020-11-01,"2020-W44-7",63.2902270483712,32.9838649960468,7921.00288882989,1.91882385693601,1.91882385693601
"749","Caquetá",2020-11-08,"2020-W45-7",62.3473667360333,33.2029887941927,7922.56178087894,1.87776368936215,1.87776368936215
"750","Caquetá",2020-11-15,"2020-W46-7",56.2748691099476,33.510826942953,7924.1215650207,1.67930410090288,1.67930410090288
"751","Caquetá",2020-11-22,"2020-W47-7",63.4461612747465,33.9040173516162,7925.68224496911,1.87134641351645,1.87134641351645
"752","Caquetá",2020-11-29,"2020-W48-7",56.413350449294,34.3795711028753,7927.2438244381,1.64089744693109,1.64089744693109
"753","Caquetá",2020-12-06,"2020-W49-7",59.3336564873162,34.9263888667579,7928.80630714159,1.69882024487761,1.69882024487761
"754","Caquetá",2020-12-13,"2020-W50-7",58.2187028657617,35.5138878957938,7930.36969679352,1.63932214452524,1.63932214452524
